Market Data - All Shares
As of  22/10/2020 

Name,Symbol ,ISIN,Index,Closing Price (0.01 NIS),Change (%),Turnover(NIS thousands),Last Trade
S.R ACCORD,SRAC,IL0004220146,"TA-Finance Index, TA-Growth, TA-AllShare, TA Insurance-Plus",4517.00,-0.31,807.49,EoD
SAFE-T GROUP,SFET,IL0010838568,,9.40,1.08,60.21,EoD
SANO,SANO1,IL0008130143,"TA-Maala Index, TA-Growth, TA-AllShare, TA-Industrials",32450.00,-0.15,381.59,EoD
SAPIENS,SPNS,KYG7T16G1039,"TA-35, TA-125, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA Tech - Elite, TA-Rimon, TA Sector-Balance",9554.00,-3.57,4678.05,EoD
SARFATI,SRFT,IL0004250176,"TA-RealEstate, TA-Growth, TA-AllShare, TA-Rimon, TA-Construction",1507.00,0.00,3.12,EoD
SATCOM SYSTEM,STCM,IL0010805971,,102.60,-0.10,92.66,EoD
SAVER ONE,SAVR,IL0011666935,"TA-Growth, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA-Communication & InformationTechnology, TA Tech - Elite, TA-Rimon, TA-Industrials",2925.00,-1.32,398.65,EoD
SCHNAPP,SHNP,IL0011035719,"TA-Growth, TA-AllShare",1046.00,0.48,7.23,EoD
SCOPE,SCOP,IL0002880198,"TA-SME60, Tel-Div Index, TA-AllShare, TA-Rimon, TA-SME150",6114.00,-1.34,137.08,EoD
SEACH MEDICAL,SEMG,IL0002490113,"TA-Biomed Index, TA-Growth, TA Global-BlueTech, TA-AllShare, TA-Industrials",63.20,-1.40,160.28,EoD
SELLA REAL EST,SLARL,IL0011096448,"TA-90, TA-125, TA-RealEstate, Tel-Div Index, TA-AllShare, TA-Rimon, TA-SME150, TA-Investment Properties in Israel",548.60,-0.97,1725.16,EoD
SHAGRIR,SHGR,IL0011383796,"TA-Growth, TA-AllShare, TA-Rimon",1365.00,-2.01,130.11,EoD
SHALAG,SALG,IL0010905474,"TA-Growth, TA-AllShare, TA-Industrials",1623.00,0.00,87.27,EoD
SHANIV,SHAN,IL0010808371,"TA-Growth, TA-AllShare, TA-Industrials",599.00,-0.40,111.54,EoD
SHAPIR      ENG,SPEN,IL0011338758,"TA-35, TA-125, TA-AllShare, TA-Rimon, TA Sector-Balance, TA-Industrials, TA-Family",2301.00,-1.50,4226.92,EoD
SHEFA YAMIM,SEFA,IL0003410169,,298.40,-6.43,18.63,EoD
SHEMEN INDUSTRY,SMNIN,IL0006340306,"TA-Growth, TA-AllShare, TA-Industrials",545.00,-1.38,81.92,EoD
SHIKUN & BINUI,SKBN,IL0010819428,"TA-35, TA-125, TA-RealEstate, TA-AllShare, TA-Rimon, TA Sector-Balance, TA-Construction",1578.00,-2.59,10180.75,EoD
SHOHAM BUSINESS,SHOM,IL0010820079,"TA-Finance Index, TA-Growth, TA-AllShare, TA Insurance-Plus, TA-Rimon",816.10,0.26,270.84,EoD
SHUFERSAL,SAE,IL0007770378,"TA-35, TA-125, TA-Maala Index, Tel-Div Index, TA-AllShare, TA-Rimon, TA Sector-Balance",2610.00,-0.65,9864.91,EoD
SKYLINE,SKLN,CA83084Y1007,"TA-RealEstate, TA-Growth, TA-AllShare, TA-Investment Properties Abroad",1076.00,0.28,11.87,EoD
SOLEGREEN,SLGN,IL0011022352,"TA-Growth, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA Tech - Elite, TA-Energy Utilities",3169.00,-1.28,878.92,EoD
SOMOTO,SMTO,VGG826421023,"TA-Growth, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA Tech - Elite, TA-Rimon",281.00,-1.51,2333.22,EoD
SPACE COM,SCC,IL0010923451,"TA-Growth, TA-AllShare, TA-Communication & InformationTechnology",432.30,-0.85,134.37,EoD
SPRING,SPRG,IL0010973449,,754.40,-2.09,15.09,EoD
SPUNTECH,SPNTC,IL0010901176,"TA-SME60, TA-AllShare, TA-Rimon, TA-SME150, TA-Industrials",1150.00,0.09,167.31,EoD
STG,STG,IL0005500124,,1639.00,0.00,0.00,EoD
STRAUSS GROUP,STRS,IL0007460160,"TA-35, TA-125, TA-Maala Index, TA-AllShare, TA-Rimon, TA Sector-Balance, TA-Industrials, TA-Family",10120.00,-0.10,8274.87,EoD
SUMMIT,SMT,IL0010816861,"TA-90, TA-125, TA-RealEstate, TA-AllShare, TA-Rimon, TA-SME150, TA Sector-Balance, TA-Investment Properties Abroad",3040.00,-0.13,1108.08,EoD
SUNFLOWER,SNFL,IL0010987555,"TA-Growth, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA Tech - Elite, TA-Energy Utilities",624.50,-0.40,189.03,EoD
SUNY COMMUN,SNCM,IL0010823537,"TA-SME60, TA-AllShare, TA-Rimon, TA-SME150",86.00,1.53,301.98,EoD
SUPERGAS ENERGY,SPGE,IL0011669178,"TA-90, TA-125, TA-AllShare, TA-Rimon, TA-SME150, TA-Energy Utilities",7718.00,-0.69,418.74,EoD
SYNEL,SNEL,IL0010849532,"TA-Growth, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA Tech - Elite",2851.00,0.00,1.37,EoD
TADIR GAN-L,TDGN-L,IL0010901416,,9.20,0.00,0.11,EoD
TADIRAN HOLDING,TDRN,IL0002580129,"TA-90, TA-125, TA-AllShare, TA-Rimon, TA-SME150, TA Sector-Balance, TA-Family",21940.00,-0.45,1923.69,EoD
TALDOR,TALD,IL0004770181,"TA-Growth, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA-Communication & InformationTechnology, TA Tech - Elite, TA-Rimon",1549.00,0.72,34.44,EoD
TAMAR PET,TMRP,IL0011413577,"TA-SME60, Tel-Div Index, TA-AllShare, TA Oil & Gas Index, TA-Rimon, TA-SME150",217.80,1.54,228.59,EoD
TASE,TASE,IL0011590291,"TA-90, TA-125, TA-Finance Index, TA-AllShare, TA Insurance-Plus, TA-Rimon, TA-SME150, TA Sector-Balance",1496.00,-0.13,8176.29,EoD
TAT TECHNO,TATT,IL0010827264,"TA-Growth, TA-AllShare, TA-Industrials",1456.00,0.07,33.41,EoD
TAYA INV,TAYA,IL0007960110,"TA-Growth, TA-AllShare, TA-Communication & InformationTechnology",4934.00,-0.92,4.49,EoD
TCHNOPLS VENT,TNPV,IL0010834195,,140.70,-0.42,36.33,EoD
TEDEA,TEDE,IL0001420186,"TA-Growth, TA-AllShare",1289.00,0.00,0.00,EoD
TEFRON,TFRLF,IL0010825854,,344.10,2.44,4.13,EoD
TELRAD NETWORKS,TLRD,IL0011409534,"TA-Growth, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA-Communication & InformationTechnology, TA-Industrials",263.30,-2.77,201.32,EoD
TELSYS,TLSY,IL0003540197,"TA-SME60, TA-AllShare, TA-Rimon, TA-SME150, TA-Family",11330.00,0.00,323.20,EoD
TEUZA,TUZA,IL0002900236,"TA-Growth, TA Global-BlueTech, TA-AllShare, TA-Technology Index",88.70,5.97,650.82,EoD
TEVA,TEVA,IL0006290147,"TA-35, TA-125, TA-Biomed Index, TA-Maala Index, TA Global-BlueTech, TA-AllShare, TA-Rimon, TA Sector-Balance, TA-Industrials",3192.00,0.54,25478.93,EoD
TGBR,TIGBUR,IL0011050221,,1054.00,0.00,0.00,EoD
TIKUN OLAM CANB,TKUN,IL0010843675,"TA-Biomed Index, TA-Growth, TA Global-BlueTech, TA-AllShare, TA-Rimon, TA-Industrials",475.10,-1.70,60.27,EoD
TIV TAAM,TTAM,IL0001030100,"TA-SME60, TA-AllShare, TA-Rimon, TA-SME150",700.00,0.16,210.59,EoD
TOGETHER,TGTR,IL0004620105,"TA-Biomed Index, TA-Growth, TA Global-BlueTech, TA-AllShare, TA-Industrials",252.60,2.68,1058.30,EoD
TOP SYSTEMS,TOPS,IL0010833775,,350.90,-0.03,8.00,EoD
TOWER,TSEM,IL0010823792,"TA-35, TA-125, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA Tech - Elite, TA-Rimon, TA Sector-Balance, TA-Industrials",6783.00,-0.59,10691.09,EoD
TRENDLINE,TREN,IL0002710155,"TA-Growth, TA-AllShare, TA-Communication & InformationTechnology",1616.00,0.50,6.46,EoD
UNET CREDIT,UNCR,IL0010806052,"TA-Finance Index, TA-Growth, TA-AllShare, TA Insurance-Plus",1665.00,-5.13,34.98,EoD
UNICORN TECH L,UNCT.L,IL0011686578,,189.90,-0.58,175.28,EoD
UNITRONICS,UNIT,IL0010838311,,688.70,2.35,2.14,EoD
UNIVO,UNVO,IL0010935588,"TA-Biomed Index, TA-Growth, TA Global-BlueTech, TA-AllShare, TA-Industrials",283.90,-1.63,371.12,EoD
UTRON,UTRN,IL0011571143,"TA-Growth, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA Tech - Elite, TA-Industrials",618.30,-2.78,160.07,EoD
VALUE CAPITAL,VALU,IL0005990192,,79.20,-9.38,1282.42,EoD
VICTORY,VCTR,IL0011237778,"TA-90, TA-125, TA-AllShare, TA-Rimon, TA-SME150, TA-Family",8700.00,-0.50,1395.11,EoD
VILLAR,VILR,IL0004160169,"TA-RealEstate, TA-Growth, TA-AllShare, TA-Investment Properties in Israel",11920.00,0.93,3930.44,EoD
VISION SIGMA,VISN,IL0003500175,,4605.00,0.00,0.00,EoD
VITALA CAPIT-M,VTLC-M,IL0008240116,,73.30,0.00,0.00,EoD
VITANIA,VTNA,IL0011099665,"TA-90, TA-125, TA-RealEstate, Tel-Div Index, TA-AllShare, TA-Rimon, TA-SME150, TA-Family, TA-Investment Properties in Israel",1569.00,-1.01,122.14,EoD
VONETIZE-M,VNTZ-M,CY0106661412,,360.90,3.23,9.53,EoD
WHITESMOKE,WSMK,IL0002160104,,66.00,1.38,2.18,EoD
WHITESTONE,WTS,IL0010823461,,669.90,0.65,9.75,EoD
WILLI FOOD INTE,WILC,IL0010828585,"TA-SME60, TA-AllShare, TA-Rimon, TA-SME150",6782.00,-0.07,289.17,EoD
WILLY FOOD,WLFD,IL0003710139,"TA-Growth, TA-AllShare, TA-Rimon",3995.00,0.00,91.25,EoD
XENIA,XENA,IL0010995715,,186.00,-6.11,235.14,EoD
XTL BIO,XTLB,IL0010854979,,7.60,-5.00,174.97,EoD
YAACOBI GROUP,YAAC,IL0011424210,,41.90,0.00,0.00,EoD
YBOX,YBOX,IL0004860271,"TA-RealEstate, TA-Growth, TA-AllShare, TA-Construction",52.40,1.75,63.58,EoD
YOCHANANOF,YHNF,IL0011612640,"TA-90, TA-125, TA-AllShare, TA-Rimon, TA-SME150, TA Sector-Balance, TA-Family",17940.00,-0.99,2273.57,EoD
ZANLAKOL,ZNKL,IL0001300131,"TA-Growth, TA-AllShare, TA-Industrials",2443.00,0.00,60.83,EoD
ZMH,ZMH,IL0011040586,"TA-SME60, TA-RealEstate, TA-AllShare, TA-Rimon, TA-SME150, TA-Construction",1399.00,0.21,39.82,EoD
ZUR,ZUR,IL0007300101,"TA-Growth, TA-AllShare, TA-Rimon",568.60,-0.94,253.19,EoD
