Market Data - All Shares
As of  29/11/2020 12:29

Name,Symbol ,ISIN,Index,Last Price (0.01 NIS),Change (%),Turnover(NIS thousands),Last Trade
SAPIENS,SPNS,KYG7T16G1039,"TA-35, TA-125, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA Tech - Elite, TA-Rimon, TA Sector-Balance",9880.00,-0.30,1040.57,12:28
SARFATI,SRFT,IL0004250176,"TA-RealEstate, TA-Growth, TA-AllShare, TA-Rimon, TA-Construction",1555.00,-0.13,102.18,12:04
SATCOM SYSTEM,STCM,IL0010805971,,111.40,4.80,105.48,12:29
SAVER ONE,SAVR,IL0011666935,"TA-Growth, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA-Communication & InformationTechnology, TA Tech - Elite, TA-Rimon, TA-Industrials",2869.00,0.74,250.80,11:33
SCHNAPP,SHNP,IL0011035719,"TA-Growth, TA-AllShare",1199.00,1.10,30.66,12:16
SCOPE,SCOP,IL0002880198,"TA-SME60, Tel-Div Index, TA-AllShare, TA-Rimon, TA-SME150",7216.00,0.91,70.17,12:04
SEACH MEDICAL,SEMG,IL0002490113,"TA-Biomed Index, TA-Growth, TA Global-BlueTech, TA-AllShare, TA-Industrials",66.70,-3.33,440.39,12:29
SELLA REAL EST,SLARL,IL0011096448,"TA-90, TA-125, TA-RealEstate, Tel-Div Index, TA-AllShare, TA-Rimon, TA-SME150, TA-Investment Properties in Israel",774.60,-0.05,2961.32,12:20
SHAGRIR,SHGR,IL0011383796,"TA-Growth, TA-AllShare, TA-Rimon",1442.00,4.04,62.23,11:56
SHALAG,SALG,IL0010905474,"TA-Growth, TA-AllShare, TA-Industrials",1478.00,2.43,1.77,10:12
SHANIV,SHAN,IL0010808371,"TA-Growth, TA-AllShare, TA-Industrials",610.00,0.44,24.02,11:22
SHAPIR      ENG,SPEN,IL0011338758,"TA-35, TA-125, TA-AllShare, TA-Rimon, TA Sector-Balance, TA-Industrials, TA-Family",2489.00,0.97,2320.89,12:28
SHEMEN INDUSTRY,SMNIN,IL0006340306,"TA-Growth, TA-AllShare, TA-Industrials",524.80,,,
SHIKUN & BINUI,SKBN,IL0010819428,"TA-35, TA-125, TA-RealEstate, TA-AllShare, TA-Rimon, TA Sector-Balance, TA-Construction",1769.00,3.94,2724.55,12:29
SHOHAM BUSINESS,SHOM,IL0010820079,"TA-Finance Index, TA-Growth, TA-AllShare, TA Insurance-Plus, TA-Rimon",913.80,-0.60,622.75,12:21
SHUFERSAL,SAE,IL0007770378,"TA-35, TA-125, TA-Maala Index, Tel-Div Index, TA-AllShare, TA-Rimon, TA Sector-Balance",2595.00,0.93,7034.60,12:28
SKYLINE,SKLN,CA83084Y1007,"TA-RealEstate, TA-Growth, TA-AllShare, TA-Investment Properties Abroad",1555.00,-1.52,15.89,11:40
SMART AGRO L,SMAG.L,IL0011694812,,992.30,0.50,6.25,12:15
SOLEGREEN,SLGN,IL0011022352,"TA-Growth, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA Tech - Elite, TA-Energy Utilities, TA-Cleantech",3032.00,-0.43,205.05,12:28
SOMOTO,SMTO,VGG826421023,"TA-Growth, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA Tech - Elite, TA-Rimon",301.60,4.07,1456.19,12:29
SPACE COM,SCC,IL0010923451,"TA-Growth, TA-AllShare, TA-Communication & InformationTechnology",490.10,1.39,195.94,12:26
SPRING,SPRG,IL0010973449,,751.00,,,
SPUNTECH,SPNTC,IL0010901176,"TA-SME60, TA-AllShare, TA-Rimon, TA-SME150, TA-Industrials",995.70,-0.03,27.61,10:16
STG,STG,IL0005500124,,1900.00,1.01,5.80,11:38
STRAUSS GROUP,STRS,IL0007460160,"TA-35, TA-125, TA-Maala Index, TA-AllShare, TA-Rimon, TA Sector-Balance, TA-Industrials, TA-Family",10180.00,0.10,1761.12,12:28
SUMMIT,SMT,IL0010816861,"TA-90, TA-125, TA-RealEstate, TA-AllShare, TA-Rimon, TA-SME150, TA Sector-Balance, TA-Investment Properties Abroad",4062.00,1.04,401.71,12:22
SUNFLOWER,SNFL,IL0010987555,"TA-Growth, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA Tech - Elite, TA-Energy Utilities, TA-Cleantech",707.10,0.30,4.52,11:22
SUNY COMMUN,SNCM,IL0010823537,"TA-SME60, TA-AllShare, TA-Rimon, TA-SME150",103.70,1.17,399.26,12:19
SUPERGAS ENERGY,SPGE,IL0011669178,"TA-90, TA-125, TA-AllShare, TA-Rimon, TA-SME150, TA-Energy Utilities",7100.00,,198.72,12:22
SYNEL,SNEL,IL0010849532,"TA-Growth, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA Tech - Elite",3237.00,1.76,49.60,12:14
TADIR GAN-L,TDGN-L,IL0010901416,,10.00,,,
TADIRAN HOLDING,TDRN,IL0002580129,"TA-90, TA-125, TA-AllShare, TA-Rimon, TA-SME150, TA Sector-Balance, TA-Family",22010.00,-4.72,2655.73,12:29
TALDOR,TALD,IL0004770181,"TA-Growth, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA-Communication & InformationTechnology, TA Tech - Elite, TA-Rimon",2320.00,,,
TAMAR PET,TMRP,IL0011413577,"TA-SME60, Tel-Div Index, TA-AllShare, TA Oil & Gas Index, TA-Rimon, TA-SME150",250.40,,374.16,12:26
TASE,TASE,IL0011590291,"TA-90, TA-125, TA-Finance Index, TA-AllShare, TA Insurance-Plus, TA-Rimon, TA-SME150, TA Sector-Balance",1518.00,-0.07,859.54,12:28
TAT TECHNO,TATT,IL0010827264,"TA-Growth, TA-AllShare, TA-Industrials",1560.00,1.17,2.36,10:09
TAYA INV,TAYA,IL0007960110,"TA-Growth, TA-AllShare, TA-Communication & InformationTechnology",5097.00,0.53,4.08,11:25
TCHNOPLS VENT,TNPV,IL0010834195,,140.70,,0.00,10:15
TEDEA,TEDE,IL0001420186,"TA-Growth, TA-AllShare",1435.00,,,
TEFRON,TFRLF,IL0010825854,,602.10,,156.83,12:16
TELRAD NETWORKS,TLRD,IL0011409534,"TA-Growth, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA-Communication & InformationTechnology, TA-Industrials",317.10,-3.50,374.13,12:25
TELSYS,TLSY,IL0003540197,"TA-SME60, TA-AllShare, TA-Rimon, TA-SME150, TA-Family",12720.00,-2.08,568.25,12:29
TEUZA,TUZA,IL0002900236,"TA-Growth, TA Global-BlueTech, TA-AllShare, TA-Technology Index",85.20,-1.96,13.63,10:31
TEVA,TEVA,IL0006290147,"TA-35, TA-125, TA-Biomed Index, TA-Maala Index, TA Global-BlueTech, TA-AllShare, TA-Rimon, TA Sector-Balance, TA-Industrials",3274.00,0.74,6303.39,12:29
TGBR,TIGBUR,IL0011050221,,1125.00,,3.38,11:26
TIKUN OLAM CANB,TKUN,IL0010843675,"TA-Biomed Index, TA-Growth, TA Global-BlueTech, TA-AllShare, TA-Rimon, TA-Industrials",538.00,-0.30,241.46,12:24
TIV TAAM,TTAM,IL0001030100,"TA-SME60, TA-AllShare, TA-Rimon, TA-SME150",704.50,1.51,255.34,12:20
TOGETHER,TGTR,IL0004620105,"TA-Biomed Index, TA-Growth, TA Global-BlueTech, TA-AllShare, TA-Industrials",284.20,1.90,564.64,12:08
TOP SYSTEMS,TOPS,IL0010833775,,396.00,-7.02,4.04,10:58
TOWER,TSEM,IL0010823792,"TA-35, TA-125, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA Tech - Elite, TA-Rimon, TA Sector-Balance, TA-Industrials",8241.00,3.35,4776.23,12:29
TRENDLINE,TREN,IL0002710155,"TA-Growth, TA-AllShare, TA-Communication & InformationTechnology",1702.00,,,
UNET CREDIT,UNCR,IL0010806052,"TA-Finance Index, TA-Growth, TA-AllShare, TA Insurance-Plus",1915.00,,2.49,10:23
UNICORN TECH L,UNCT.L,IL0011686578,"TA-Growth, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA-Rimon",193.80,,,
UNITRONICS,UNIT,IL0010838311,,883.90,3.36,63.91,12:11
UNIVO,UNVO,IL0010935588,"TA-Biomed Index, TA-Growth, TA Global-BlueTech, TA-AllShare, TA-Industrials",329.00,2.59,248.30,11:41
UTRON,UTRN,IL0011571143,"TA-Growth, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA Tech - Elite, TA-Industrials",606.80,,20.30,11:42
VALUE CAPITAL,VALU,IL0005990192,,88.40,7.80,2048.02,12:22
VICTORY,VCTR,IL0011237778,"TA-90, TA-125, TA-AllShare, TA-Rimon, TA-SME150, TA-Family",7324.00,-2.77,1121.53,12:28
VILLAR,VILR,IL0004160169,"TA-RealEstate, TA-Growth, TA-AllShare, TA-Investment Properties in Israel",13370.00,0.98,2.67,11:48
VISION SIGMA,VISN,IL0003500175,,4950.00,,,
VITALA CAPIT-M,VTLC-M,IL0008240116,,73.30,,,
VITANIA,VTNA,IL0011099665,"TA-90, TA-125, TA-RealEstate, Tel-Div Index, TA-AllShare, TA-Rimon, TA-SME150, TA-Family, TA-Investment Properties in Israel",1966.00,-1.85,76.74,12:23
VONETIZE-M,VNTZ-M,CY0106661412,,323.80,,0.05,10:15
WHITESMOKE,WSMK,IL0002160104,,69.30,1.61,19.23,11:13
WHITESTONE,WTS,IL0010823461,,800.10,,,
WILLI FOOD INTE,WILC,IL0010828585,"TA-SME60, TA-AllShare, TA-Rimon, TA-SME150",6600.00,3.53,27.96,11:33
WILLY FOOD,WLFD,IL0003710139,"TA-Growth, TA-AllShare, TA-Rimon",3570.00,-0.06,35.70,12:08
XENIA,XENA,IL0010995715,,229.80,2.32,0.92,10:15
XTL BIO,XTLB,IL0010854979,,7.70,,33.19,11:51
YAACOBI GROUP,YAAC,IL0011424210,,37.70,1.07,139.53,12:06
YBOX,YBOX,IL0004860271,"TA-RealEstate, TA-Growth, TA-AllShare, TA-Construction",66.00,-1.49,75.36,11:50
YOCHANANOF,YHNF,IL0011612640,"TA-90, TA-125, TA-AllShare, TA-Rimon, TA-SME150, TA Sector-Balance, TA-Family",17230.00,0.23,325.71,12:29
ZANLAKOL,ZNKL,IL0001300131,"TA-Growth, TA-AllShare, TA-Industrials",2020.00,1.41,1.68,10:44
ZMH,ZMH,IL0011040586,"TA-SME60, TA-RealEstate, TA-AllShare, TA-Rimon, TA-SME150, TA-Construction",1715.00,1.54,94.46,12:20
ZUR,ZUR,IL0007300101,"TA-Growth, TA-AllShare, TA-Rimon",840.00,5.34,941.72,12:18
