Market Data - All Shares
As of  07/06/2023 

Name,Symbol ,ISIN,Index,Last Price (0.01 NIS),Change (%),Turnover(NIS thousands),Last Trade
NOFAR ENERGY,NOFR,IL0011708778,"TA-90, TA-125, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA Tech - Elite, TA-Rimon, TA-SME150, TA Sector-Balance, TA-Industrials, TA-Energy Utilities, TA-Cleantech, TA-125 Fossil Free",8700.00,0.82,2663.78,EoD
NORSTAR,NSTR,PAL0605071A3,"TA-SME60, TA-RealEstate, TA-AllShare, TA-Rimon, TA-SME150, TA-Family, TA-Investment Properties Abroad",811.10,-0.01,2252.53,EoD
NOSTROMO,NOST,VGG826421023,"TA-Maala Index, TA-Growth, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA-Energy Utilities, TA-Cleantech",601.90,12.25,60.32,EoD
NOVA,NVMI,IL0010845571,"TA-35, TA-125, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA Tech - Elite, TA-Rimon, TA Sector-Balance, TA-Industrials, TA-125 Fossil Free, TA-Dual listing",42550.00,1.48,18836.89,EoD
NOVOLOG,NVLG,IL0011401515,"TA-90, TA-125, Tel-Div Index, TA-AllShare, TA-Rimon, TA-SME150, TA Sector-Balance, TA-125 Fossil Free",161.00,2.48,879.84,EoD
NRGENE,NRGN,IL0011720716,"TA-Growth, TA Global-BlueTech, TA-AllShare, TA-Technology Index",262.30,-2.74,48.65,EoD
NUR,NURI,IL0011757288,"TA-Maala Index, TA-Growth, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA Tech - Elite, TA-Industrials",1996.00,0.00,21.15,EoD
O.R.T.,ORTC,IL0010862303,"TA-Growth, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA Tech - Elite",1849.00,0.60,3.18,EoD
ONDAS,ONDS,US68236H2040,,306.00,-12.80,10.16,EoD
ONE TECHNOLOGI,ONE,IL0001610182,"TA-90, TA-125, Tel-Div Index, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA-Communication & InformationTechnology, TA Tech - Elite, TA-Rimon, TA-SME150, TA Sector-Balance, TA-125 Fossil Free",4679.00,2.61,3165.55,EoD
OPAL BALANCE,OPAL,IL0010949860,"TA-Finance Index, TA-Growth, TA-AllShare, TA Insurance-Plus, TA-Rimon",170.90,0.29,124.91,EoD
OPC ENERGY,OPCE,IL0011415713,"TA-35, TA-125, TA-Maala Index, TA-AllShare, TA-Rimon, TA Sector-Balance, TA-Energy Utilities",2353.00,2.13,4670.72,EoD
OPKO HEALTH,OPK,US68375N1037,"TA-90, TA-125, TA-Biomed Index, TA Global-BlueTech, TA-AllShare, TA Tech - Elite, TA-Rimon, TA-SME150, TA-125 Fossil Free, TA-Dual listing",588.80,7.11,3256.72,EoD
ORAD,ORAD,IL0011044968,,43.80,-2.45,1.67,EoD
ORAMED PHARM,ORMP,US68403P2039,"TA-90, TA-125, TA-Biomed Index, TA Global-BlueTech, TA-AllShare, TA Tech - Elite, TA-Rimon, TA-SME150, TA-Industrials, TA-Dual listing",1483.00,1.23,1023.44,EoD
ORBIT,ORBI,IL0002650179,"TA-Growth, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA Tech - Elite, TA-Rimon, TA-Industrials",2154.00,-1.91,749.03,EoD
ORIAN,ORIN,IL0011035065,"TA-SME60, TA-AllShare, TA-Rimon, TA-SME150",2624.00,1.43,20.97,EoD
ORMAT TECHNO,ORA,US6866881021,"TA-35, TA-125, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA Tech - Elite, TA-Rimon, TA Sector-Balance, TA-Industrials, TA-Energy Utilities, TA-Cleantech, TA-125 Fossil Free, TA-Dual listing",31850.00,-0.96,12863.84,EoD
ORON GROUP,ORON,IL0011357063,"TA-RealEstate, TA-Growth, TA-AllShare, TA-Construction",602.10,4.39,86.49,EoD
OVERSEAS,OVRS,IL0011396178,"TA-Growth, TA-AllShare, TA-Rimon",472.00,0.68,5.30,EoD
P.C.B TEC,PCBT,IL0010916851,"TA-Growth, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA Tech - Elite, TA-Industrials",248.90,2.39,10.26,EoD
PALRAM,PLRM,IL0006440130,"TA-SME60, TA-AllShare, TA-Rimon, TA-SME150, TA-Industrials",2469.00,1.44,257.27,EoD
PANAXIA ISRAEL,PNAX,IL0011043630,,51.70,0.00,0.00,EoD
PARKOMAT,PRKM,IL0011876401,"TA-Growth, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA-Industrials",746.20,0.00,0.49,EoD
PARTNER,PTNR,IL0010834849,"TA-90, TA-125, TA-Maala Index, TA-AllShare, TA-Communication & InformationTechnology, TA-Rimon, TA-SME150, TA Sector-Balance, TA-125 Fossil Free, TA-Dual listing",1489.00,2.41,5019.13,EoD
PAYMENT FINA,PMNT,IL0011808768,"TA-Growth, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA Tech - Elite",319.30,-1.02,6.77,EoD
PAYTON,PAYT,IL0004120155,"TA-Growth, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA Tech - Elite, TA-Rimon, TA-Industrials",5132.00,0.63,67.02,EoD
PAZ OIL,PZOL,IL0011000077,"TA-90, TA-125, TA-AllShare, TA-Rimon, TA-SME150, TA Sector-Balance, TA-Energy Utilities",39300.00,1.29,5592.22,EoD
PENINSULA GROUP,PEN,IL0003330136,"TA-SME60, TA-Finance Index, TA-AllShare, TA Insurance-Plus, TA-Rimon, TA-SME150",184.00,0.33,126.45,EoD
PENNANTPARK $,PFLT,US70806A1060,,3873.00,-2.96,4.30,EoD
PERION NETWORK,PERI,IL0010958192,"TA-90, TA-125, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA Tech - Elite, TA-Rimon, TA-SME150, TA Sector-Balance, TA-125 Fossil Free, TA-Dual listing",11380.00,-0.26,5015.05,EoD
PETROCHEMICAL-M,PTCH-M,IL0007560159,,152.00,0.00,2.76,EoD
PETROTX     PU,PTX,IL0010997612,,45.20,2.49,37.93,EoD
PHARMOCANN,PMCN,IL0010968902,,25.60,-5.54,9.81,EoD
PHINERGY,PNRG,IL0011723603,"TA-Growth, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA Tech - Elite, TA-Rimon, TA-Energy Utilities, TA-Cleantech",370.30,3.32,42.41,EoD
PHOENIX,PHOE,IL0007670123,"TA-35, TA-125, TA-Finance Index, TA-Maala Index, Tel-Div Index, TA-AllShare, TA Insurance-Plus, TA-Rimon, TA Sector-Balance, TA-125 Fossil Free, TA-Insurance",3917.00,3.90,18910.02,EoD
PHOTOMYNE,PHTM,IL0011738551,"TA-Growth, TA Global-BlueTech, TA-AllShare, TA-Technology Index",1727.00,0.12,0.33,EoD
PLANT ARC,PLNT,IL0011714040,,528.20,1.07,7.51,EoD
PLASSON INDUS,PLSN,IL0010816036,"TA-90, TA-125, Tel-Div Index, TA-AllShare, TA-Rimon, TA-SME150, TA Sector-Balance, TA-Industrials, TA-125 Fossil Free",17520.00,1.74,1031.16,EoD
PLASTO CARGAL,PLCR,IL0007270163,,373.90,6.16,24.21,EoD
PLASTOFIL,PPIL,IL0010928401,,527.00,1.89,3.16,EoD
PLAZA CENTERS-L,PLAZ-L,NL0011882741,,168.40,0.00,0.00,EoD
PLURI,PLUR,US72942G1040,"TA-Biomed Index, TA-Growth, TA Global-BlueTech, TA-AllShare, TA Tech - Elite, TA-Rimon, TA-Dual listing",320.40,7.77,214.29,EoD
POALIM,POLI,IL0006625771,"TA-35, TA-125, TA-Finance Index, TA-Maala Index, TA-Banks5, Tel-Div Index, TA-AllShare, TA-Rimon, TA Sector-Balance, TA-125 Fossil Free",3150.00,4.17,177339.30,EoD
POLYGON,POLY,IL0007450187,"TA-RealEstate, TA-Growth, TA-AllShare, TA-Investment Properties in Israel",3152.00,1.03,68.28,EoD
POLYRAM PLS,POLP,IL0011702169,"TA-SME60, Tel-Div Index, TA-AllShare, TA-Rimon, TA-SME150, TA-Industrials",981.20,-0.11,214.38,EoD
POMVOM,PMVM,IL0011734345,"TA-Growth, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA Tech - Elite",400.10,0.00,0.33,EoD
POWERFLEET,PWFL,US73931J1097,"TA-Growth, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA-Communication & InformationTechnology, TA Tech - Elite, TA-Rimon, TA-Industrials, TA-Dual listing",1191.00,0.76,7.11,EoD
PRASHKOVSKY,PRSK,IL0011021289,"TA-90, TA-125, TA-RealEstate, Tel-Div Index, TA-AllShare, TA-Rimon, TA-SME150, TA Sector-Balance, TA-Family, TA-Construction, TA-125 Fossil Free",8409.00,4.06,3853.75,EoD
PRIME ENERGY,PRIM,IL0011744575,"TA-Growth, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA Tech - Elite, TA-Energy Utilities, TA-Cleantech",173.50,-0.97,197.17,EoD
PRIMOTEC,PRMG,IL0011754962,"TA-Growth, TA-AllShare",1086.00,0.00,0.28,EoD
PRIORTECH,PRTC,IL0003280133,"TA-SME60, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA Tech - Elite, TA-Rimon, TA-SME150, TA-Industrials",6705.00,-0.52,1673.58,EoD
PROPDO,PRPD,IL0011886228,"TA-Growth, TA Global-BlueTech, TA-AllShare, TA-Technology Index",2500.00,0.00,0.23,EoD
PROPERT & BUIL,PTBL,IL0006990175,"TA-90, TA-125, TA-RealEstate, TA-AllShare, TA-Rimon, TA-SME150, TA-Investment Properties in Israel, TA-125 Fossil Free",16810.00,0.60,2949.29,EoD
PSAGOT GROUP,GPST,IL0005990192,"TA-Finance Index, TA-Growth, TA-AllShare, TA Insurance-Plus",64.60,0.78,78.71,EoD
PSC CAN,PSCG,IL0011765026,,11850.00,0.00,0.00,EoD
PULSENMORE,PULS,IL0011767006,"TA-Biomed Index, TA-Growth, TA Global-BlueTech, TA-AllShare, TA Tech - Elite, TA-Rimon",740.80,-1.92,16.56,EoD
PURPLE BIOTECH,PPBT,IL0007650166,"TA-Biomed Index, TA-Growth, TA Global-BlueTech, TA-AllShare, TA Tech - Elite, TA-Rimon, TA-Dual listing",64.70,1.41,7.26,EoD
QUALITAU,QLTU,IL0010839558,"TA-Growth, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA Tech - Elite, TA-Rimon, TA-Industrials",5034.00,1.08,119.54,EoD
QUEENCO,QNCO,IL0003860116,"TA-Growth, TA-AllShare",316.50,-4.18,18.06,EoD
QUICKLIZARD,QLRD,IL0011728404,"TA-Growth, TA Global-BlueTech, TA-AllShare, TA-Technology Index",1374.00,-0.43,52.49,EoD
QUIK TECHNO,QUIK,IL0011737231,,76.70,0.00,0.00,EoD
RALCO,RLCO,IL0003930174,"TA-Growth, TA-AllShare",3671.00,0.30,24.27,EoD
RAM ON,RMN,IL0010909435,"TA-Growth, TA-AllShare, TA-Rimon, TA-Industrials",1084.00,0.37,110.54,EoD
RAMI LEVI,RMLI,IL0011042491,"TA-90, TA-125, Tel-Div Index, TA-AllShare, TA-Rimon, TA-SME150, TA Sector-Balance, TA-Family, TA-125 Fossil Free, TA-Retail",22900.00,1.10,36320.29,EoD
RANI ZIM,RANI,IL0011436198,"TA-SME60, TA-RealEstate, TA-AllShare, TA-Rimon, TA-SME150, TA-Investment Properties in Israel",252.10,6.87,548.27,EoD
RAPAC,RPAC,IL0007690261,"TA-Growth, TA-AllShare, TA-Rimon",2740.00,3.79,1836.40,EoD
RATIO      PU,RATI,IL0003940157,"TA-90, TA-125, TA-AllShare, TA Oil & Gas Index, TA-Rimon, TA-SME150, TA Sector-Balance",293.00,0.69,7077.81,EoD
RATIO PETROL PU,RTPT,IL0011398646,"TA-Growth, TA-AllShare, TA Oil & Gas Index",30.80,-0.32,1.14,EoD
RAV BARIACH,BRIH,IL0011799934,"TA-Growth, TA-AllShare, TA-Rimon, TA-Industrials",92.80,-0.11,6.55,EoD
RAVAD,RAVD,IL0005260125,"TA-RealEstate, TA-Growth, TA-AllShare, TA-Investment Properties Abroad",494.20,0.30,51.80,EoD
RAVAL,RVL,IL0011038788,"TA-Growth, TA-AllShare, TA-Rimon, TA-Industrials",393.20,-1.65,173.84,EoD
RAZOR LABS,RZR,IL0011725277,,67.40,-3.71,19.54,EoD
REIT 1,RIT1,IL0010989205,"TA-90, TA-125, TA-RealEstate, Tel-Div Index, TA-AllShare, TA-Rimon, TA-SME150, TA Sector-Balance, TA-Investment Properties in Israel, TA-125 Fossil Free",1600.00,5.82,2821.73,EoD
REIT AZORIM LIV,AZRT,IL0011627754,"TA-SME60, TA-RealEstate, TA-AllShare, TA-Rimon, TA-SME150, TA-Investment Properties in Israel",466.00,-0.34,53.46,EoD
REKAH,REKA,IL0010810096,"TA-Biomed Index, TA-Growth, TA Global-BlueTech, TA-AllShare, TA-Industrials",1623.00,-2.76,36.69,EoD
RETAILORS,RTLS,IL0011754889,"TA-90, TA-125, TA-AllShare, TA-Rimon, TA-SME150, TA Sector-Balance, TA-125 Fossil Free, TA-Retail",7320.00,3.71,1773.79,EoD
RIMON,RMON,IL0011787228,"TA-SME60, TA-RealEstate, TA-AllShare, TA-Rimon, TA-SME150, TA-Family, TA-Construction",3174.00,1.96,343.37,EoD
RIMONI,RIMO,IL0010804560,"TA-SME60, TA-AllShare, TA-Rimon, TA-SME150, TA-Industrials",6105.00,1.61,25.34,EoD
ROBOGROUP,ROBO,IL0002660152,"TA-Growth, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA-Industrials",97.80,-1.11,13.25,EoD
ROTEM EN REM PU,RTEN,IL0011477507,,175.30,-2.72,3.17,EoD
ROTEM SHANI,RTSN,IL0011715294,"TA-RealEstate, TA-Growth, TA-AllShare, TA-Construction",1227.00,3.90,132.58,EoD
ROTSHTEIN,ROTS,IL0005390153,"TA-RealEstate, TA-Growth, TA-AllShare, TA-Construction",2967.00,4.95,251.58,EoD
RSL,RSEL,IL0002990161,,513.50,0.00,0.00,EoD
S.R ACCORD,SRAC,IL0004220146,"TA-Finance Index, TA-Growth, TA-AllShare, TA Insurance-Plus",3541.00,-1.64,168.30,EoD
SANO,SANO1,IL0008130143,"TA-Maala Index, Tel-Div Index, TA-Growth, TA-AllShare, TA-Industrials",22950.00,2.32,38.10,EoD
SAPIENS,SPNS,KYG7T16G1039,"TA-90, TA-125, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA Tech - Elite, TA-Rimon, TA-SME150, TA Sector-Balance, TA-125 Fossil Free, TA-Dual listing",9575.00,2.60,7668.11,EoD
SARFATI,SRFT,IL0004250176,"TA-RealEstate, TA-Growth, TA-AllShare, TA-Rimon, TA-Family, TA-Construction",2728.00,0.48,403.59,EoD
SARINE TECH,SARN,IL0010927254,"TA-Growth, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA Tech - Elite, TA-Rimon, TA-Industrials, TA-Dual listing",126.80,0.00,40.56,EoD
SAVER ONE,SVRE,IL0011666935,,121.70,13.00,4342.14,EoD
SAVOREAT,SVRT,IL0011699787,,1110.00,-8.64,5.91,EoD
SCHNAPP,SHNP,IL0011035719,"TA-Growth, TA-AllShare",1035.00,-1.62,56.94,EoD
SCODIX,SCDX,IL0011784902,"TA-Growth, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA Tech - Elite, TA-Industrials",246.80,-0.04,0.31,EoD
SCOPE,SCOP,IL0002880198,"TA-90, TA-125, Tel-Div Index, TA-AllShare, TA-Rimon, TA-SME150, TA Sector-Balance, TA-125 Fossil Free",13630.00,0.07,1305.37,EoD
SEACH MEDICAL,SEMG,IL0002490113,"TA-Biomed Index, TA-Maala Index, TA-Growth, TA Global-BlueTech, TA-AllShare",177.80,3.19,15.61,EoD
SELLA REAL EST,SLARL,IL0011096448,"TA-90, TA-125, TA-RealEstate, Tel-Div Index, TA-AllShare, TA-Rimon, TA-SME150, TA Sector-Balance, TA-Investment Properties in Israel, TA-125 Fossil Free",771.00,6.18,4154.18,EoD
SHAGRIR,SHGR,IL0011383796,"TA-Growth, TA-AllShare",617.90,1.39,10.83,EoD
SHALAG,SALG,IL0010905474,"TA-Growth, TA-AllShare, TA-Industrials",994.70,2.48,39.25,EoD
SHAMAYM,SHMM,IL0011762395,,71.40,0.00,0.00,EoD
SHANIV,SHAN,IL0010808371,"TA-Growth, TA-AllShare, TA-Industrials",354.40,-2.50,10.14,EoD
SHAPIR      ENG,SPEN,IL0011338758,"TA-35, TA-125, TA-AllShare, TA-Rimon, TA Sector-Balance, TA-Industrials, TA-Family",2659.00,3.26,8176.65,EoD
SHEMEN ESTATE,SMNR,IL0006340306,"TA-RealEstate, TA-Growth, TA-AllShare, TA-Investment Properties in Israel",2132.00,1.33,53.38,EoD
SHIKN&BINUI ENE,SBEN,IL0011882425,"TA-90, TA-125, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA Tech - Elite, TA-Rimon, TA-SME150, TA Sector-Balance, TA-Industrials, TA-Energy Utilities, TA-Cleantech",308.00,2.33,2329.64,EoD
SHIKUN & BINUI,SKBN,IL0010819428,"TA-35, TA-125, TA-RealEstate, TA-AllShare, TA-Rimon, TA Sector-Balance, TA-Construction",829.20,3.38,6591.02,EoD
SHOHAM BUSINESS,SHOM,IL0010820079,"TA-Finance Index, TA-Growth, TA-AllShare, TA Insurance-Plus, TA-Rimon",559.20,-0.07,227.00,EoD
SHUFERSAL,SAE,IL0007770378,"TA-90, TA-125, TA-Maala Index, TA-AllShare, TA-Rimon, TA-SME150, TA Sector-Balance, TA-125 Fossil Free, TA-Retail",1931.00,0.05,9228.43,EoD
SILVER CASTLE,SLCL,IL0010970544,,697.20,2.59,24.36,EoD
SKYLINE,SKLN,CA83084Y1007,"TA-RealEstate, TA-Growth, TA-AllShare, TA-Investment Properties Abroad",1752.00,1.45,4.19,EoD
SMART AGRO PU,SMAG,IL0011694812,,49.30,4.45,14.11,EoD
SOFWAVE,SOFW,IL0011754392,"TA-Biomed Index, TA-Growth, TA Global-BlueTech, TA-AllShare, TA Tech - Elite, TA-Rimon",740.90,5.72,702.56,EoD
SOLAER,SOLR,IL0011722878,"TA-Growth, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA Tech - Elite, TA-Rimon, TA-Family, TA-Energy Utilities, TA-Cleantech",3090.00,0.59,1201.64,EoD
SOLEGREEN,SLGN,IL0011022352,"TA-Growth, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA Tech - Elite, TA-Rimon, TA-Energy Utilities, TA-Cleantech",514.30,0.02,16.04,EoD
SONOVIA,SONO,IL0011705394,"TA-Maala Index, TA-Growth, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA-Industrials",249.50,0.00,0.27,EoD
SPACE COM,SCC,IL0010923451,"TA-Growth, TA-AllShare, TA-Communication & InformationTechnology",170.40,0.18,11.75,EoD
SPEEDVALUE,SPDV,IL0011782849,"TA-Growth, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA-Communication & InformationTechnology, TA Tech - Elite",449.30,-0.55,2.44,EoD
SPRING,SPRG,IL0010973449,"TA-Growth, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA Tech - Elite",1301.00,0.00,0.34,EoD
SPUNTECH,SPNTC,IL0010901176,"TA-Growth, TA-AllShare, TA-Rimon, TA-Industrials",360.40,0.28,335.45,EoD
STG,STG,IL0005500124,,2930.00,-2.24,130.67,EoD
STORAGE DROP,STRG,IL0011226540,,68.00,-1.31,21.09,EoD
STRAUSS GROUP,STRS,IL0007460160,"TA-35, TA-125, TA-Maala Index, Tel-Div Index, TA-AllShare, TA-Rimon, TA Sector-Balance, TA-Industrials, TA-Family, TA-125 Fossil Free",8523.00,-1.19,6386.84,EoD
SUFRIN,SFRN,IL0011815698,"TA-RealEstate, TA-Growth, TA-AllShare, TA-Construction",749.80,-0.31,38.65,EoD
SUMMIT,SMT,IL0010816861,"TA-90, TA-125, TA-RealEstate, TA-AllShare, TA-Rimon, TA-SME150, TA Sector-Balance, TA-Investment Properties Abroad, TA-125 Fossil Free",4760.00,3.70,5796.62,EoD
SUNFLOWER,SNFL,IL0010987555,"TA-Growth, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA Tech - Elite, TA-Energy Utilities, TA-Cleantech",554.90,-0.82,14.87,EoD
SUNY COMMUN,SNCM,IL0010823537,"TA-Growth, TA-AllShare, TA-Rimon",143.90,1.70,158.24,EoD
SURE TECH PU,STEC,IL0011750903,,856.70,-0.81,52.28,EoD
SYNEL,SNEL,IL0010849532,,1008.00,-0.30,5.94,EoD
TADIRAN GROUP,TDRN,IL0002580129,"TA-90, TA-125, Tel-Div Index, TA-AllShare, TA-Rimon, TA-SME150, TA Sector-Balance, TA-Family, TA-125 Fossil Free",25810.00,3.16,11213.86,EoD
TAMAR PET,TMRP,IL0011413577,"TA-SME60, Tel-Div Index, TA-AllShare, TA Oil & Gas Index, TA-Rimon, TA-SME150",1114.00,0.18,767.27,EoD
TARYA,TRA,IL0006660166,,29.60,0.00,0.00,EoD
TASE,TASE,IL0011590291,"TA-90, TA-125, TA-Finance Index, TA-AllShare, TA Insurance-Plus, TA-Rimon, TA-SME150, TA Sector-Balance, TA-125 Fossil Free",1820.00,4.00,4156.24,EoD
TAT TECHNO,TATT,IL0010827264,"TA-Growth, TA-AllShare, TA-Industrials, TA-Dual listing",2416.00,-0.45,19.40,EoD
TAYA INV,TAYA,IL0007960110,"TA-Growth, TA-AllShare, TA-Communication & InformationTechnology",5273.00,-0.30,16.24,EoD
TCHNOPLS VENT,TNPV,IL0010834195,,1185.00,-3.03,9.51,EoD
TECTONA,TECT,IL0002160104,,24.10,-5.12,28.64,EoD
TEDEA,TEDE,IL0001420186,"TA-Growth, TA-AllShare",943.50,-0.68,72.35,EoD
TEFRON,TFRLF,IL0010825854,"TA-Growth, TA-AllShare, TA-Industrials",1469.00,2.37,79.76,EoD
TELSYS,TLSY,IL0003540197,"TA-SME60, Tel-Div Index, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA Tech - Elite, TA-Rimon, TA-SME150, TA-Industrials, TA-Family",24590.00,-0.24,912.26,EoD
TERA LIGHT,TRLT,IL0011801730,"TA-Growth, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA Tech - Elite, TA-Rimon, TA-Energy Utilities, TA-Cleantech",539.00,2.22,36.25,EoD
TERMINAL X,TRX,IL0011787145,"TA-SME60, TA-AllShare, TA-Rimon, TA-SME150, TA-Retail",239.80,-0.29,52.59,EoD
TEUZA,TUZA,IL0002900236,"TA-Growth, TA Global-BlueTech, TA-AllShare, TA-Technology Index",57.20,0.00,0.43,EoD
TEVA,TEVA,IL0006290147,"TA-35, TA-125, TA-Biomed Index, TA-Maala Index, TA Global-BlueTech, TA-AllShare, TA-Rimon, TA Sector-Balance, TA-Industrials, TA-125 Fossil Free, TA-Dual listing",2692.00,-0.70,41738.33,EoD
TGBR,TIGBUR,IL0011050221,"TA-Maala Index, TA-Growth, TA-AllShare",3578.00,2.11,20.32,EoD
TGI,TGI,IL0010901416,"TA-Growth, TA-AllShare, TA-Industrials",231.70,-0.47,48.00,EoD
THEMIS,TMIS,IL0010972292,,952.50,0.00,0.00,EoD
THIRDEYE,THES,IL0003970188,,187.40,-3.25,5.22,EoD
TIERRA PROPERT,TRP,IL0003420143,,335.90,0.00,0.00,EoD
TIGI,TIGI,IL0011738718,,421.40,0.00,0.00,EoD
TIKUN OLAM CANB,TKUN,IL0010843675,"TA-Biomed Index, TA-Growth, TA Global-BlueTech, TA-AllShare",26.50,0.00,140.22,EoD
TIV TAAM,TTAM,IL0001030100,"TA-SME60, Tel-Div Index, TA-AllShare, TA-Rimon, TA-SME150, TA-Family, TA-Retail",613.30,1.59,126.44,EoD
TOGETHER,TGTR,IL0004620105,,27.40,3.01,4.31,EoD
TOMER ENERGY,TOEN,IL0011294936,"TA-Growth, TA-AllShare, TA Oil & Gas Index, TA-Rimon",862.50,-1.52,1.66,EoD
TONDO SMART,TNDO,IL0011806861,"TA-Growth, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA-Industrials",532.20,-2.55,34.69,EoD
TOP GUM,TPGM,IL0011791428,"TA-SME60, TA-Maala Index, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA Tech - Elite, TA-Rimon, TA-SME150",762.20,3.74,53.85,EoD
TOP SYSTEMS,TOPS,IL0010833775,"TA-Growth, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA Tech - Elite, TA-Rimon",944.40,0.36,6.51,EoD
TOWER,TSEM,IL0010823792,"TA-35, TA-125, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA Tech - Elite, TA-Rimon, TA Sector-Balance, TA-Industrials, TA-125 Fossil Free, TA-Dual listing",14080.00,-0.21,40042.89,EoD
TRUCKNET,TRAN,IL0011740938,,27.60,0.00,4.00,EoD
TURBOGEN,TURB,IL0011817421,"TA-Growth, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA Tech - Elite, TA-Energy Utilities, TA-Cleantech",719.40,0.00,0.37,EoD
TURPAZ,TRPZ,IL0011756116,"TA-90, TA-125, TA-AllShare, TA-Rimon, TA-SME150, TA Sector-Balance, TA-Industrials, TA-Family, TA-125 Fossil Free",1055.00,1.93,380.00,EoD
UMH,UMH,US9030021037,TA-Investment Properties Abroad,5835.00,0.00,0.00,EoD
UNET CREDIT,UNCR,IL0010806052,,300.00,0.00,0.00,EoD
UNICORN TECH PU,UNCT,IL0011686578,,42.00,-3.45,13.10,EoD
UNIC-TECH PU,UNTC,IL0011748469,,313.90,0.00,0.00,EoD
UNITRONICS,UNIT,IL0010838311,"TA-Growth, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA Tech - Elite, TA-Industrials",2370.00,1.76,82.04,EoD
UNIVO,UNVO,IL0010935588,,9.30,0.00,0.00,EoD
UPSELLON BRANDS,UPSL,IL0004560129,,71.80,0.84,6.12,EoD
USERWAY,UWAY,IL0011837486,"TA-Maala Index, TA-Growth, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA Tech - Elite",3927.00,4.44,792.75,EoD
UTRON,UTRN,IL0011571143,"TA-Growth, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA Tech - Elite, TA-Industrials",427.60,2.37,23.76,EoD
VEEV GROUP  C,VEEVC,US9224741010,,375.00,0.00,0.00,EoD
VERIDIS,VRDS,IL0011763872,"TA-90, TA-125, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA Tech - Elite, TA-Rimon, TA-SME150, TA Sector-Balance, TA-Industrials, TA-Energy Utilities, TA-Cleantech",1659.00,1.34,984.17,EoD
VICTORY,VCTR,IL0011237778,"TA-SME60, TA-AllShare, TA-Rimon, TA-SME150, TA-Family, TA-Retail",3798.00,0.74,647.19,EoD
VILLAR,VILR,IL0004160169,"TA-RealEstate, TA-Growth, TA-AllShare, TA-Investment Properties in Israel",14900.00,0.74,251.48,EoD
VISION SIGMA,VISN,IL0003500175,,4631.00,0.00,0.00,EoD
VITANIA,VTNA,IL0011099665,"TA-SME60, TA-RealEstate, Tel-Div Index, TA-AllShare, TA-Rimon, TA-SME150, TA-Family, TA-Investment Properties in Israel",2070.00,0.78,1147.08,EoD
VONETIZE-M,VNTZ-M,CY0106661412,,45.50,13.18,1.79,EoD
WESURE GLOBALT,WESR,IL0011732281,"TA-Finance Index, TA-Growth, TA-AllShare, TA Insurance-Plus, TA-Rimon, TA-Insurance",157.00,2.08,17.75,EoD
WILK,WILK,IL0002780109,"TA-Maala Index, TA-Growth, TA Global-BlueTech, TA-AllShare, TA-Technology Index",94.10,1.18,273.58,EoD
WILLI FOOD INTE,WILC,IL0010828585,"TA-Growth, TA-AllShare, TA-Dual listing",4648.00,-0.04,5.16,EoD
