Market Data - All Shares
As of  04/11/2020 14:31

Name,Symbol ,ISIN,Index,Last Price (0.01 NIS),Change (%),Turnover(NIS thousands),Last Trade
SHAGRIR,SHGR,IL0011383796,"TA-Growth, TA-AllShare, TA-Rimon",1389.00,0.58,40.78,13:44
SHALAG,SALG,IL0010905474,"TA-Growth, TA-AllShare, TA-Industrials",1606.00,,,
SHANIV,SHAN,IL0010808371,"TA-Growth, TA-AllShare, TA-Industrials",606.40,,,
SHAPIR      ENG,SPEN,IL0011338758,"TA-35, TA-125, TA-AllShare, TA-Rimon, TA Sector-Balance, TA-Industrials, TA-Family",2182.00,-1.71,3495.47,14:29
SHEMEN INDUSTRY,SMNIN,IL0006340306,"TA-Growth, TA-AllShare, TA-Industrials",600.90,,,
SHIKUN & BINUI,SKBN,IL0010819428,"TA-35, TA-125, TA-RealEstate, TA-AllShare, TA-Rimon, TA Sector-Balance, TA-Construction",1554.00,0.26,2112.95,14:28
SHOHAM BUSINESS,SHOM,IL0010820079,"TA-Finance Index, TA-Growth, TA-AllShare, TA Insurance-Plus, TA-Rimon",820.00,-0.29,97.75,14:11
SHUFERSAL,SAE,IL0007770378,"TA-35, TA-125, TA-Maala Index, Tel-Div Index, TA-AllShare, TA-Rimon, TA Sector-Balance",2638.00,0.61,4097.00,14:28
SKYLINE,SKLN,CA83084Y1007,"TA-RealEstate, TA-Growth, TA-AllShare, TA-Investment Properties Abroad",1098.00,,0.01,09:59
SMART AGRO,SMAG,IL0011694812,,999.90,0.52,477.73,13:01
SOLEGREEN,SLGN,IL0011022352,"TA-Growth, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA Tech - Elite, TA-Energy Utilities",3095.00,1.38,150.04,13:32
SOMOTO,SMTO,VGG826421023,"TA-Growth, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA Tech - Elite, TA-Rimon",303.50,-0.16,613.64,14:23
SPACE COM,SCC,IL0010923451,"TA-Growth, TA-AllShare, TA-Communication & InformationTechnology",420.00,0.57,39.85,14:29
SPRING,SPRG,IL0010973449,,754.40,,,
SPUNTECH,SPNTC,IL0010901176,"TA-SME60, TA-AllShare, TA-Rimon, TA-SME150, TA-Industrials",1091.00,-1.53,45.74,14:01
STG,STG,IL0005500124,,1841.00,2.16,13.75,11:50
STRAUSS GROUP,STRS,IL0007460160,"TA-35, TA-125, TA-Maala Index, TA-AllShare, TA-Rimon, TA Sector-Balance, TA-Industrials, TA-Family",9894.00,1.63,3179.49,14:27
SUMMIT,SMT,IL0010816861,"TA-90, TA-125, TA-RealEstate, TA-AllShare, TA-Rimon, TA-SME150, TA Sector-Balance, TA-Investment Properties Abroad",3065.00,,616.89,14:23
SUNFLOWER,SNFL,IL0010987555,"TA-Growth, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA Tech - Elite, TA-Energy Utilities",635.00,0.68,204.75,13:43
SUNY COMMUN,SNCM,IL0010823537,"TA-SME60, TA-AllShare, TA-Rimon, TA-SME150",113.50,2.53,720.60,14:26
SUPERGAS ENERGY,SPGE,IL0011669178,"TA-90, TA-125, TA-AllShare, TA-Rimon, TA-SME150, TA-Energy Utilities",7951.00,0.25,83.20,14:13
SYNEL,SNEL,IL0010849532,"TA-Growth, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA Tech - Elite",2861.00,,,
TADIR GAN-L,TDGN-L,IL0010901416,,9.50,3.26,,
TADIRAN HOLDING,TDRN,IL0002580129,"TA-90, TA-125, TA-AllShare, TA-Rimon, TA-SME150, TA Sector-Balance, TA-Family",22780.00,0.49,293.13,14:19
TALDOR,TALD,IL0004770181,"TA-Growth, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA-Communication & InformationTechnology, TA Tech - Elite, TA-Rimon",1622.00,,14.60,13:54
TAMAR PET,TMRP,IL0011413577,"TA-SME60, Tel-Div Index, TA-AllShare, TA Oil & Gas Index, TA-Rimon, TA-SME150",205.00,-0.05,127.14,14:17
TASE,TASE,IL0011590291,"TA-90, TA-125, TA-Finance Index, TA-AllShare, TA Insurance-Plus, TA-Rimon, TA-SME150, TA Sector-Balance",1500.00,,325.83,14:13
TAT TECHNO,TATT,IL0010827264,"TA-Growth, TA-AllShare, TA-Industrials",1420.00,-0.91,6.76,14:20
TAYA INV,TAYA,IL0007960110,"TA-Growth, TA-AllShare, TA-Communication & InformationTechnology",4981.00,,,
TCHNOPLS VENT,TNPV,IL0010834195,,134.80,-1.03,12.20,11:43
TEDEA,TEDE,IL0001420186,"TA-Growth, TA-AllShare",1212.00,,,
TEFRON,TFRLF,IL0010825854,,361.90,2.00,2.17,11:34
TELRAD NETWORKS,TLRD,IL0011409534,"TA-Growth, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA-Communication & InformationTechnology, TA-Industrials",276.90,0.98,16.09,12:34
TELSYS,TLSY,IL0003540197,"TA-SME60, TA-AllShare, TA-Rimon, TA-SME150, TA-Family",11860.00,1.54,50.42,13:45
TEUZA,TUZA,IL0002900236,"TA-Growth, TA Global-BlueTech, TA-AllShare, TA-Technology Index",83.80,-1.30,7.77,14:29
TEVA,TEVA,IL0006290147,"TA-35, TA-125, TA-Biomed Index, TA-Maala Index, TA Global-BlueTech, TA-AllShare, TA-Rimon, TA Sector-Balance, TA-Industrials",3080.00,-0.32,8528.19,14:30
TGBR,TIGBUR,IL0011050221,,979.90,,,
TIKUN OLAM CANB,TKUN,IL0010843675,"TA-Biomed Index, TA-Growth, TA Global-BlueTech, TA-AllShare, TA-Rimon, TA-Industrials",428.00,-0.23,99.62,13:53
TIV TAAM,TTAM,IL0001030100,"TA-SME60, TA-AllShare, TA-Rimon, TA-SME150",718.00,1.99,291.33,14:12
TOGETHER,TGTR,IL0004620105,"TA-Biomed Index, TA-Growth, TA Global-BlueTech, TA-AllShare, TA-Industrials",251.80,-1.56,76.25,13:47
TOP SYSTEMS,TOPS,IL0010833775,,357.10,4.23,8.72,14:18
TOWER,TSEM,IL0010823792,"TA-35, TA-125, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA Tech - Elite, TA-Rimon, TA Sector-Balance, TA-Industrials",7515.00,2.99,7222.77,14:27
TRENDLINE,TREN,IL0002710155,"TA-Growth, TA-AllShare, TA-Communication & InformationTechnology",1599.00,0.82,0.32,14:26
UNET CREDIT,UNCR,IL0010806052,"TA-Finance Index, TA-Growth, TA-AllShare, TA Insurance-Plus",1598.00,,,
UNICORN TECH L,UNCT.L,IL0011686578,,186.30,0.05,50.05,11:58
UNITRONICS,UNIT,IL0010838311,,745.90,0.91,15.55,12:39
UNIVO,UNVO,IL0010935588,"TA-Biomed Index, TA-Growth, TA Global-BlueTech, TA-AllShare, TA-Industrials",281.00,-1.99,56.86,14:27
UTRON,UTRN,IL0011571143,"TA-Growth, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA Tech - Elite, TA-Industrials",568.20,-1.71,16.37,13:16
VALUE CAPITAL,VALU,IL0005990192,,70.00,-2.91,238.34,14:28
VICTORY,VCTR,IL0011237778,"TA-90, TA-125, TA-AllShare, TA-Rimon, TA-SME150, TA-Family",8576.00,-1.11,835.77,14:29
VILLAR,VILR,IL0004160169,"TA-RealEstate, TA-Growth, TA-AllShare, TA-Investment Properties in Israel",11840.00,-1.17,2.01,11:56
VISION SIGMA,VISN,IL0003500175,,4605.00,,,
VITALA CAPIT-M,VTLC-M,IL0008240116,,73.30,,,
VITANIA,VTNA,IL0011099665,"TA-90, TA-125, TA-RealEstate, Tel-Div Index, TA-AllShare, TA-Rimon, TA-SME150, TA-Family, TA-Investment Properties in Israel",1569.00,2.08,90.32,14:18
VONETIZE-M,VNTZ-M,CY0106661412,,377.00,8.87,0.04,10:15
WHITESMOKE,WSMK,IL0002160104,,68.00,2.10,44.70,14:27
WHITESTONE,WTS,IL0010823461,,694.60,,,
WILLI FOOD INTE,WILC,IL0010828585,"TA-SME60, TA-AllShare, TA-Rimon, TA-SME150",6783.00,-1.80,5.98,11:29
WILLY FOOD,WLFD,IL0003710139,"TA-Growth, TA-AllShare, TA-Rimon",4009.00,0.48,129.01,11:36
XENIA,XENA,IL0010995715,,172.10,-3.42,8.28,14:12
XTL BIO,XTLB,IL0010854979,,8.00,1.27,43.84,13:55
YAACOBI GROUP,YAAC,IL0011424210,,41.20,,,
YBOX,YBOX,IL0004860271,"TA-RealEstate, TA-Growth, TA-AllShare, TA-Construction",54.90,,2.09,10:19
YOCHANANOF,YHNF,IL0011612640,"TA-90, TA-125, TA-AllShare, TA-Rimon, TA-SME150, TA Sector-Balance, TA-Family",17550.00,-1.68,370.65,14:26
ZANLAKOL,ZNKL,IL0001300131,"TA-Growth, TA-AllShare, TA-Industrials",2370.00,,,
ZMH,ZMH,IL0011040586,"TA-SME60, TA-RealEstate, TA-AllShare, TA-Rimon, TA-SME150, TA-Construction",1387.00,-0.93,19.04,11:58
ZUR,ZUR,IL0007300101,"TA-Growth, TA-AllShare, TA-Rimon",633.30,8.26,4107.94,14:28
