"Maximal price_to_earnings_limit: 10000000000.0, Maximal enterprise_value_to_revenue_limit: 10000000000.0, Minimal profit_margin_limit: 0.0001"
Symbol,Name,Sector,Country,sss_value,annualized_revenue,annualized_earnings,quarterized_revenue,quarterized_earnings,effective_earnings,effective_revenue,annualized_total_revenue,annualized_net_income,quarterized_total_revenue,quarterized_net_income,effective_net_income,effective_total_revenue,enterprise_value_to_revenue,evr_effective,trailing_price_to_earnings,forward_price_to_earnings,effective_price_to_earnings,trailing_12months_price_to_sales,pe_effective,enterprise_value_to_ebitda,profit_margin,annualized_profit_margin,annualized_profit_margin_boost,quarterized_profit_margin,quarterized_profit_margin_boost,effective_profit_margin,held_percent_institutions,forward_eps,trailing_eps,previous_close,trailing_eps_percentage,price_to_book,shares_outstanding,net_income_to_common_shareholders,nitcsh_to_shares_outstanding,employees,enterprise_value,market_cap,nitcsh_to_num_employees,eqg,rqg,eqg_yoy,rqg_yoy,niqg_yoy,trqg_yoy,eqg_effective,eqg_factor_effective,rqg_effective,rqg_factor_effective,price_to_earnings_to_growth_ratio,effective_peg_ratio,annualized_cash_flow_from_operating_activities,quarterized_cash_flow_from_operating_activities,annualized_ev_to_cfo_ratio,quarterized_ev_to_cfo_ratio,ev_to_cfo_ratio_effective,annualized_debt_to_equity,quarterized_debt_to_equity,debt_to_equity_effective,debt_to_equity_effective_used,financial_currency,summary_currency,financial_currency_conversion_rate_mult_to_usd,summary_currency_conversion_rate_mult_to_usd,last_dividend_0,last_dividend_1,last_dividend_2,last_dividend_3,fifty_two_week_change,fifty_two_week_low,fifty_two_week_high,two_hundred_day_average,previous_close_percentage_from_200d_ma,previous_close_percentage_from_52w_low,previous_close_percentage_from_52w_high,dist_from_low_factor,eff_dist_from_low_factor,annualized_total_ratio,quarterized_total_ratio,annualized_other_current_ratio,quarterized_other_current_ratio,annualized_other_ratio,quarterized_other_ratio,annualized_total_current_ratio,quarterized_total_current_ratio,total_ratio_effective,other_current_ratio_effective,other_ratio_effective,total_current_ratio_effective,effective_current_ratio,annualized_total_assets,quarterized_total_assets,effective_total_assets,calculated_roa,skip_reason
TLV:LEOF,LEVINSKI OFER LTD,Industrials,Israel,1e+50,98632533.33333,-2340266.66667,10243266.66667,-1684800.0,-2012533.33333,54437900.0,98632533.33333,-2340266.66667,10243266.66667,-1684800.0,-2012533.33333,54437900.0,1.53837,1.53837,28488231.58602,28488231.58602,28488231.58602,1.38253,28488231.58602,316979.51314,-0.15884,0.0,0.0,0.0,0.0,-0.01269,0.01,0,-0.058,100.9,-0.00057,1.35126,194631008,-6587000,-0.03384,10000000,63792982,5733351366,-0.6587,-0.52788,-0.25555,-0.52788,-0.25555,-0.52788,-0.25555,-0.52788,0.52212,-0.25555,0.79445,1,1,-7176533.33333,-558933.33333,726356.53026,1490663889.40058,745695122.96542,5.47494,4.84735,5.16115,2.27182,USD,ILS,1.0,0.30749,0,0,0,0,1.22737,35.2,108.1,52.26458,93.05616,186.64773,-6.6605,1.80247,34.29312,1.18694,1.20778,0.67163,0.41316,880.85063,859.23758,1.13542,1.21024,1.20736,0.5524,870.0541,1.18283,1.1951,193598133.33333,172783533.33333,183190833.33333,0.00901,None
TLV:LEVI,MESHULAM LEVINSTEI,Industrials,Israel,439646.88036,558004066.66667,58662666.66667,168584533.33333,14181333.33333,36422000.0,363294300.0,558004066.66667,58662666.66667,168584533.33333,14181333.33333,36422000.0,363294300.0,1.03624,1.03624,6.83739,6.83739,6.83739,0.50051,6.83739,5.62522,0.07317,0.0,0.0,0.0,0.0,0.05181,0.1428,0,13.577,31760,0.00043,0.42321,3650190,49538000,13.57135,113,701476848,33885162634,438389.38053,0.418,0.13128,-0.13758,0.13128,-0.13758,0.13128,0.27911,2.44553,0.13128,1.70638,1,1,81181600.0,39945733.33333,8.64084,17.56075,13.10079,1.80019,1.73092,1.76556,1.32874,USD,ILS,1.0,0.30749,300.0,200.0,200.0,300.0,1.17385,12160,33950,23930.209,32.71928,161.18421,-6.45066,1.79899,33.89792,1.76219,1.79013,0.45917,0.22634,8.08026,7.90339,1.25841,1.15163,1.78616,0.35276,8.00182,1.21502,1.50059,2419393733.33333,2461295133.33333,2440344433.33333,0.03492,None
TLV:LHIS,LACHISH INDUSTRIES,Industrials,Israel,174.50753,35901876.42133,1797217.552,9855761.727,715160.242,1256188.897,22878819.07417,35901876.42133,1797217.552,9855761.727,715160.242,1256188.897,22878819.07417,0.17435,0.17435,2.87895,2.87895,2.87895,0.18974,2.87895,1.98946,0.06753,0.10866,2.25,0.18037,2.5,0.15376,0.01,0,1.02,955,0.00107,0.59396,7918750,8276000,1.04511,89,21361918,2325364343,92988.76404,2.534,0.04467,0.3412,0.04467,0.3412,0.04467,1.9858,10.979,0.04467,1.27334,1,1,2207921.69533,612335.586,9.67512,34.88597,22.28055,1.15908,1.06843,1.11376,1.05535,ILS,ILS,0.30749,0.30749,25.0,25.0,13.0,12.0,1.72157,350.9,1094,782.95624,21.97361,172.15731,-12.70567,1.62589,18.47351,1.87327,1.93623,0.05381,0.061,1.1416,1.26476,1.73982,1.76279,1.91475,0.06741,1.21318,1.7613,1.83803,24091431.51333,25266268.806,24678850.15967,0.0709,None
TLV:LODZ,LODZIA ROTEX INVES,Real Estate,Israel,349637343697707.8,4969333.33333,2872866.66667,1493800.0,1046800.0,1959833.33333,3231566.66667,4969333.33333,2872866.66667,1493800.0,1046800.0,1959833.33333,3231566.66667,4.53732,4.53732,1628.63091,1628.63091,1628.63091,5.36715,1628.63091,13.76802,-0.02505,0.0,0.0,0.0,0.0,0.00642,0.08044,0,-0.037,2567,-1e-05,0.21173,4077110,-149000,-0.03655,3,26983022,3191845147,-49666.66667,-0.45004,0.17857,-0.45004,0.17857,-0.45004,0.17857,-0.45004,0.59996,0.17857,1.94284,1,1,-1972266.66667,-1332900.0,2617359.5767,8419749.6958,5518554.63625,0.32473,0.33127,0.328,0.57271,USD,ILS,1.0,0.30749,294.3,294.3,613.2,1716.9001,0.11949,2060,3100,2527.1042,1.57872,24.61165,-17.19355,0.975,0.976,4.62244,4.09807,3.60324,4.70176,0.06847,0.03623,5.31982,4.36339,4.37025,4.1625,0.06235,4.8516,4.61093,206020666.66667,204185600.0,205103133.33333,0.02956,None
TLV:LPHL-L,LAPIDOTH-HELETZ,Energy,Israel,1e+50,303733.33333,-1500533.33333,0.0,-565500.0,-1033016.66667,151866.66667,303733.33333,-1500533.33333,0.0,-565500.0,-1033016.66667,151866.66667,-0.21309,23283.29182,34229418.89733,34229418.89733,34229418.89733,13.35331,34229418.89733,0.11715,-2.1435,0.0,0.0,0.0,0.0,-0.29621,0.06458,0,-0.081,156.5,-0.00052,0.28299,70118400,-5676000,-0.08095,10000000,3535955917,3535955917,-0.5676,-0.6511,0.00612,-0.6511,0.00612,-0.6511,0.00612,-0.6511,0.3989,0.00612,1.08062,1,1,-471466.66667,-821200.0,421876096565747.8,79836954551056.98,250856525558402.4,0.03814,0.04116,0.03965,0.19912,USD,ILS,1.0,0.30749,18.54,33.1,0,0,0.2057,122,168.3,146.78612,6.61771,28.27869,-7.01129,1.49028,10.9549,27.71905,25.35987,0.71694,0.17923,10.60598,9.13149,29.55524,27.68349,26.54946,0.45809,9.87874,28.62937,27.58941,134589733.33333,130294000.0,132441866.66667,0.0122,None
TLV:LPSN,LIVEPERSON INC,Technology,United States,1e+50,321196533.33333,-87552733.33333,103522600.0,-21242066.66667,-54397400.0,212359566.66667,321196533.33333,-87552733.33333,103522600.0,-21242066.66667,-54397400.0,212359566.66667,10.66129,10.66129,80643675.19551,353.44266,70563259.9764,11.06597,23521086.6588,776952.58362,-0.23154,-0.26327,0.0,-0.20738,0.0,-0.21227,1.0197,0.18,-1.375,20320,-7e-05,16.79506,68953600,-91788000,-1.33116,1218,4226414607,438680620268,-75359.60591,-0.22254,0.0966,-0.22254,0.0966,-0.22254,0.0966,-0.22254,0.82746,0.0966,1.53299,7.29,7.29,3470400.0,16289533.33333,1217.84653,259.45584,738.65119,2.45829,3.05325,2.75577,1.66005,USD,ILS,1.0,0.30749,0,0,0,0,0.53358,12660,23660,19311.666,5.22137,60.50553,-14.11665,1.39273,7.29788,1.57077,1.32832,0.03281,0.0082,16.63003,19.69325,2.56964,3.10617,1.45955,0.0305,18.17164,2.8479,2.15372,727686733.33333,930455400.0,829071066.66667,-0.04561,None
TLV:LSCO,LESICO LTD,Real Estate,Israel,6587306754.35843,555147066.66667,9328466.66667,166855933.33333,-647800.0,4340333.33333,361001500.0,555147066.66667,9328466.66667,166855933.33333,-647800.0,4340333.33333,361001500.0,0.14606,0.14606,15.61563,15.61563,15.61563,0.15445,15.61563,8.539,0.00989,0.0,0.0,0.0,0.0,0.01565,0.08161,0,0.139,723.7,0.00019,0.66746,45448800,6316000,0.13897,322,93201527,9864989231,19614.90683,-0.04028,0.06306,-0.04028,0.06306,-0.04028,0.06306,-0.04028,1.00972,0.06306,1.36528,1,1,13495066.66667,-13288800.0,6.90634,359962.53109,179984.71872,1.89613,2.47124,2.18368,1.47773,USD,ILS,1.0,0.30749,5.5007,6.6008,9.9013,7.921,0.73217,347,844.8,552.15765,31.06764,108.55908,-14.33475,1.51346,12.01778,1.59041,1.42042,0.08638,0.16482,0.58633,0.83333,1.65994,1.49072,1.51541,0.1356,0.71983,1.58533,1.55037,434903000.0,516625066.66667,475764033.33333,0.02912,None
TLV:LUDN,LUDAN ENGINEERING,Industrials,Israel,6542.02242,171727896.67133,751608.05667,39646981.62533,982963.53267,867285.79467,105687439.14833,171727896.67133,751608.05667,39646981.62533,982963.53267,867285.79467,105687439.14833,0.11654,0.11654,3.83563,3.83563,3.83563,0.07086,3.83563,1.83264,0.01923,0.00435,1.0,0.06216,2.5,0.05163,0.21098,0,0.865,1074,0.00081,0.53548,11524700,13247000,1.14944,1253,62819655,3823684534,10572.22666,0.11,0.00524,0.29091,0.00524,0.29091,0.00524,0.15523,1.82613,0.00524,1.0762,1,1,11071669.434,4128176.246,5.67391,15.21729,10.4456,4.33851,3.82898,4.08375,2.02083,ILS,ILS,0.30749,0.30749,50.0,50.0,45.0,45.0,1.57122,402,1147,915.4403,17.32059,167.16418,-6.36443,1.80403,34.47132,1.25238,1.27513,0.34852,0.03418,0.98464,0.7977,1.19357,1.14815,1.27376,0.20135,0.90117,1.18086,1.22731,113570017.046,109959284.972,111764651.009,0.02776,None
TLV:LUMI,BK LEUMI LE ISRAEL,Financial Services,Israel,1040378432099.5399,3633465834.66667,832067940.0,1094151916.66667,337706017.33333,584886978.66667,2363808875.66667,3633465834.66667,832067940.0,1094151916.66667,337706017.33333,584886978.66667,2363808875.66667,-2.2785,472.30288,3.04444,3.07367,3.0481,0.86438,3.0481,1908.80252,0.28445,0.56434,2.5,9.14557,30.07812,5.43792,0.37602,2.5,2.524,2548,0.00099,0.2854,1452899968,3673999872,2.52874,10000000,1116433738259,1116433738259,367.39999,-0.13122,-0.06561,-0.13122,-0.06561,-0.13122,-0.06561,-0.13122,0.91878,-0.06561,0.98439,1,1,2177705678.0,1163337166.66667,512.66512,959.682,736.17356,13.03708,13.49267,13.26487,3.6421,ILS,ILS,0.30749,0.30749,20.292,20.8659,24.9523,29.2693,0.42426,1465,2607,2195.5625,16.05226,73.92491,-2.26314,1.89667,46.55369,1.07804,1.07498,0.45128,0.37502,21.4974,16.82682,0.29219,0.32221,1.08651,0.42315,19.17211,0.3172,0.70185,157758810465.33334,170664370758.66666,164211590612.0,0.02356,None
TLV:LUZN,AMOS LUZON DEVELOP,Industrials,Israel,188208.29417,303634813.376,7605662.65333,78811019.45667,3029739.96867,5317701.311,191222916.41633,303634813.376,7605662.65333,78811019.45667,3029739.96867,5317701.311,191222916.41633,0.31917,0.31917,5.44076,5.44076,5.44076,0.16141,5.44076,3.85131,0.02925,0.02024,1.0,0.03781,1.0,0.04285,0.05007,0,0.085,157.3,0.00054,0.58466,362363008,30368000,0.08381,10000000,331266445,16758018518,3.0368,-0.631,0.06864,0.3786,0.06864,0.3786,0.06864,-0.3786,0.6714,0.06864,1.39318,1,1,17992592.856,13189250.56733,18.41127,25.1164,21.76383,6.69578,4.9943,5.84504,2.41765,ILS,ILS,0.30749,0.30749,0,0,0,0,2.09037,44.7,196.4,126.175,24.66812,251.90157,-19.90835,1.48451,10.70279,1.28662,1.35782,0.21255,0.20814,10.78722,9.56167,1.69038,1.78022,1.33222,0.22034,10.18445,1.7453,1.53876,510578699.27467,490945503.77333,500762101.524,0.03062,None
TLV:LVPR,LEVINSTEIN PROPERT,Real Estate,Israel,59682073.77522,67565333.33333,51396933.33333,16175466.66667,7827600.0,29612266.66667,41870400.0,67565333.33333,51396933.33333,16175466.66667,7827600.0,29612266.66667,41870400.0,7.83423,7.83423,14.51319,14.51319,14.51319,5.87844,14.51319,10.52262,0.4052,0.0,0.0,0.0,0.0,0.24154,0.23804,0,1.835,8605,0.00021,0.42099,14401800,26438000,1.83574,6,511146028,38354454235,4406333.33333,0.395,-0.00366,-0.30844,-0.00366,-0.30844,-0.00366,0.21914,2.1457,-0.00366,1.04634,1,1,30533000.0,4828266.66667,16.74077,105.86533,61.30305,0.70924,0.7025,0.70587,0.84016,USD,ILS,1.0,0.30749,100.0,50.0,100.0,75.0,0.46244,5060,9797,7794.271,10.4016,70.05929,-12.16699,1.49673,11.24235,2.41366,2.42377,0.08262,0.50042,0.03367,0.03755,0.40309,0.10954,2.42871,0.30152,0.04561,0.26631,1.34751,1525508533.33333,1541539666.66667,1533524100.0,0.03931,None
TLV:LZNR,A.LUZON REAL ESTA,Real Estate,Israel,1e+50,0.0,-2694733.33333,0.0,-217866.66667,-1456300.0,0.0,0.0,-2694733.33333,0.0,-217866.66667,-1456300.0,0.0,0,0,32161558.92076,32161558.92076,32161558.92076,225042783.4692,32161558.92076,344139.3993,0,0.0,0.0,0.0,0.0,0.01,0.01,0,-0.008,94.4,-8e-05,0.57511,160000000,-1269000,-0.00793,10000000,50116875,4683687680,-0.1269,0.35918,0.0,0.35918,0.0,0.35918,0.0,0.35918,2.8459,0.0,1.05,1,1,-8181333.33333,-654933.33333,241310.86938,449844256.06902,225042783.4692,0.40481,0.46706,0.43593,0.66025,USD,ILS,1.0,0.30749,239.4,0,0,0,1.17512,37.4,126,81.32083,16.08342,152.40642,-25.07937,1.28668,4.53761,54.83874,3.14214,0.61451,0.50292,104.29312,109.98741,52.96546,2.10606,29.00044,0.56872,107.15026,27.54576,28.2731,116221266.66667,119675333.33333,117948300.0,0.00765,None
TLV:MAXO,MAX STOCK LTD.,Consumer Cyclical,Israel,24660.14979,850703666.66667,63917133.33333,333002866.66667,20982200.0,42449666.66667,591853266.66667,850703666.66667,63917133.33333,333002866.66667,20982200.0,42449666.66667,591853266.66667,0.62882,0.62882,7.01581,7.01581,7.01581,0.51717,7.01581,4.0767,0.07274,0.0,0.0,0.0,0.0,0.05157,0.17155,0,0.561,1234,0.00045,2.70879,142344992,78795000,0.55355,1911,681131224,56025164316,41232.33909,0.378,0.13246,0.09442,0.13246,0.09442,0.13246,0.30711,2.58553,0.13246,1.71229,1,1,121089666.66667,26971466.66667,5.62502,25.25377,15.43939,3.86497,3.47368,3.66933,1.91555,USD,ILS,1.0,0.30749,49.1764,0,0,0,-0.0128,998,1548,1295.9375,-4.77936,23.64729,-20.28424,0.85818,0.85918,1.41934,1.35905,0.92584,0.88459,4.2953,38.05979,1.67691,1.71904,1.39919,0.91521,21.18754,1.70797,1.55358,744121571.42857,851733666.66667,797927619.04762,0.0732,None
TLV:MBMX-M,MOBILE MAX TECHNOL,Technology,Israel,1e+50,65066.66667,-1262800.0,48800.0,-327400.0,-795100.0,56933.33333,65066.66667,-1262800.0,48800.0,-327400.0,-795100.0,56933.33333,20.81984,20.81984,234778.08828,234778.08828,234778.08828,1.53009,78259.36276,31946.73592,0,0.0,0.0,0.0,0.0,0.01,0.01,0,-1.54,775,-0.00199,10000.0,7833340,-1207000,-0.15408,10000000,2540005,18667126,-0.1207,0.03232,0.0,0.03232,0.0,0.03232,0.0,0.03232,1.21161,0.0,1.05,1,1,-99866.66667,137500.0,16647723.61621,18.47277,8323871.04449,-2.71426,-2.60934,267.18028,16.34565,USD,ILS,1.0,0.30749,0,0,0,0,0.31733,0.45,775,0.631,122720.91918,172122.22222,0.0,2.0,64.0,0.69902,0.61644,0.0598,0.08275,0.0,0.0,0.07796,0.10688,0.66773,0.08128,0.01,0.10242,0.38507,3098400.0,3261200.0,3179800.0,-0.23005,None
TLV:MCMN,MICHMAN BASAD LTD,Financial Services,Israel,1e+50,9328866.66667,1070400.0,3718066.66667,70000.0,570200.0,6523466.66667,9328866.66667,1070400.0,3718066.66667,70000.0,570200.0,6523466.66667,8.4243,8.4243,188.91606,188.91606,188.91606,16.51268,188.91606,188.91606,-0.13076,0.0,0.0,0.0,0.0,-0.00868,0.05368,0,-15.169,172380,-9e-05,1.87635,100000000,-1672000,-0.01672,13,107719936,107719936,-128615.38462,0.361,0.25936,-0.27766,0.25936,-0.27766,0.25936,0.20134,2.05668,0.25936,2.34679,1,1,1027800.0,-26663866.66667,104.80632,70953.92301,35529.36467,7.21813,4.70605,5.96209,2.44174,USD,ILS,1.0,0.30749,0,0,0,0,1.48207,64300,196000,112621.34,53.06158,168.08709,-12.05102,1.64131,19.54958,1.13856,1.25818,-0.67152,0.24938,1.28254,3.99976,1.0433,1.14303,1.20837,-0.20107,2.65115,1.10316,1.15577,90948571.42857,134269000.0,112608785.71429,0.02506,None
TLV:MCRNT,MICRONET,Technology,Israel,1e+50,23069866.66667,-13839800.0,1999466.66667,-2273266.66667,-8056533.33333,12534666.66667,23069866.66667,-13839800.0,1999466.66667,-2273266.66667,-8056533.33333,12534666.66667,2.22069,2.22069,2171879.12166,2171879.12166,2171879.12166,2.51514,723959.70722,19177.17336,-1.48512,0.0,0.0,0.0,0.0,-0.20216,0.09965,0,-2.329,926,-0.00252,2.15176,5867130,-10332000,-1.761,14,15449347,1749780848,-738000.0,0.02577,-0.45503,0.02577,-0.45503,0.02577,-0.45503,0.02577,1.17884,-0.45503,0.59497,1,1,-5133000.0,-1816866.66667,30074.68012,636786.73232,333430.70622,1.72498,0.81552,1.27025,1.12705,USD,ILS,1.0,0.30749,485.88358,413.84042,284.80807,44.24978,1.26962,296.2,1655,734.8618,26.01009,212.6266,-44.04834,0.92699,0.92799,1.73696,1.5599,0.78383,0.1725,0.30188,0.05387,1.51912,1.41429,1.65843,0.48817,0.18788,1.47671,1.56757,27774333.33333,20281266.66667,24027800.0,-0.3153,None
TLV:MDIN-L,MODIIN ENERGY LTD,Energy,Israel,1e+50,2336333.33333,-3493000.0,1747066.66667,1009533.33333,-1241733.33333,2041700.0,2336333.33333,-3493000.0,1747066.66667,1009533.33333,-1241733.33333,2041700.0,8.89415,8.89415,25081684.8962,25081684.8962,25081684.8962,7.83713,25081684.8962,284643.38692,-0.47987,0.0,0.0,0.0,0.0,-0.05855,0.05067,0,-0.152,661,-0.00023,1.5471,15789100,-1907000,-0.12078,10000000,35344993,3114476295,-0.1907,-0.34031,-0.03303,-0.34031,-0.03303,-0.34031,-0.03303,-0.34031,0.70969,-0.03303,1.01697,1,1,-481400.0,77000.0,397410010.90716,459.0259,198705234.96653,0.07298,0.54844,0.31071,0.55741,USD,ILS,1.0,0.30749,0,0,0,0,0.65747,280,704.9,443.00696,49.20759,136.07143,-6.22783,1.79336,33.26668,18.50819,8.57826,0.05102,0.20408,166.99217,95.88954,3.55611,1.8079,13.55322,0.13755,131.45085,2.692,8.12261,14102200.0,26716200.0,20409200.0,-0.04084,None
TLV:MDPR,MEDIPOWER OVERSEAS,Real Estate,Cyprus,302672369.94873,21490333.33333,3364000.0,6022400.0,1287933.33333,2325966.66667,13756366.66667,21490333.33333,3364000.0,6022400.0,1287933.33333,2325966.66667,13756366.66667,4.98011,4.98011,19.03021,19.03021,19.03021,3.31725,19.03021,51.54385,0.15727,0.0,0.0,0.0,0.0,0.09987,0.26921,0,0.099,608.1,0.00016,0.93037,42386700,3786000,0.08932,10000000,119889288,7985617278,0.3786,1.475,0.07918,-0.15122,0.07918,-0.15122,0.07918,1.06845,6.39223,0.07918,1.44592,1,1,7403400.0,2403066.66667,16.19381,49.89012,33.04197,2.17158,2.5384,2.35499,1.5346,USD,ILS,1.0,0.30749,13.96902,0,0,0,0.2945,432.0417,648.5614,602.1455,0.98888,40.7503,-6.23864,1.62626,18.49841,1.50882,1.42328,2.13332,1.64939,1.06774,0.97518,1.95894,2.0403,1.47605,1.90136,1.03146,2.00962,1.74284,238613333.33333,275843600.0,257228466.66667,0.02904,None
TLV:MDTR,MEDITERRANEAN TOWE,Real Estate,Israel,4090468537.27619,195932400.0,29188466.66667,51318666.66667,5980400.0,17584433.33333,123625533.33333,195932400.0,29188466.66667,51318666.66667,5980400.0,17584433.33333,123625533.33333,2.77633,2.77633,37.21754,37.21754,37.21754,2.23024,37.21754,26.55668,0.06088,0.0,0.0,0.0,0.0,0.04479,0.20536,0,0.082,995.4,8e-05,0.55077,150059008,12502000,0.08331,391,570068158,45795579833,31974.42455,-0.56037,0.04039,-0.56037,0.04039,-0.56037,0.04039,-0.56037,0.48963,0.04039,1.25197,1,1,104968266.66667,22419000.0,5.43086,25.4279,15.42938,3.66082,3.83066,3.74574,1.93539,USD,ILS,1.0,0.30749,33.3202,19.9929,34.9525,8.3886,0.32862,627,1070,946.2382,5.1955,58.75598,-6.97196,1.66321,21.16778,1.32136,1.30745,0.00702,0.00175,8.72039,8.57986,0.20514,0.25679,1.32441,0.01439,8.66013,0.24096,0.78269,4052182000.0,4243390400.0,4147786200.0,0.02424,None
TLV:MDVI,MEDIVIE THERP-M,Healthcare,United Kingdom,1e+50,404533.33333,-7129066.66667,176300.0,-1632300.0,-4380683.33333,290416.66667,404533.33333,-7129066.66667,176300.0,-1632300.0,-4380683.33333,290416.66667,40.92169,40.92169,4636565.88155,4636565.88155,4636565.88155,41.36725,4636565.88155,45867.15979,0,0.0,0.0,0.0,0.0,0.01,0.01,0,-2.638,2307,-0.00114,5.35252,2876970,-6594000,-2.29199,10000000,20092512,2031132250,-0.6594,0.00809,0.00292,0.00809,0.00292,0.00809,0.00292,0.00809,1.09047,0.00292,1.06462,1,1,-3836600.0,-964800.0,152022.10809,9162880.75344,4657451.43076,1.6815,2.17492,1.92821,1.3886,USD,ILS,1.0,0.30749,0,0,0,0,1.70141,425,2980,1727.9257,33.51269,442.82353,-22.58389,1.47319,10.22239,2.13155,1.46244,0.0,0.0,0.12756,0.13998,1.20933,0.70244,1.807,0.01,0.14377,0.96588,1.38644,13614400.0,12260600.0,12937500.0,-0.3186,None
TLV:MEDN,MEHADRIN,Consumer Defensive,Israel,106.83791,382919818.418,4136929.46133,100717037.54267,7259244.41933,5698086.94033,241818427.98033,382919818.418,4136929.46133,100717037.54267,7259244.41933,5698086.94033,241818427.98033,0.19741,0.19741,6.46155,6.46155,6.46155,0.0013,6.46155,4.84358,0.01982,0.02523,2.5,0.2573,4.8125,0.16707,0.00464,0,6.786,14450,0.00047,0.24106,3324820,22264000,6.6963,748,221740160,145786076,29764.70588,0.689,-0.03771,-0.53401,-0.03771,-0.53401,-0.03771,0.38325,2.96624,-0.03771,1.01229,1,1,10405687.09267,9560212.58867,21.30952,23.19406,22.25179,1.30598,1.24103,1.2735,1.1285,ILS,ILS,0.30749,0.30749,0,0,0,0,-0.15902,81.14,14790,113.7,12608.88303,17708.72566,-2.29885,1.95377,55.62112,1.7738,1.80783,0.4451,0.16313,9.27594,8.36753,1.05797,1.18294,1.80081,0.31412,8.83173,1.13046,1.46564,391057971.754,401670312.626,396364142.19,0.03438,None
TLV:MGDL,MIGDAL INS & FINAN,Financial Services,Israel,1.7886366009396332e+16,7284522044.77,72519241.074,3085128265.36267,86037546.94,79278394.007,5184825155.06633,7284522044.77,72519241.074,3085128265.36267,86037546.94,79278394.007,5184825155.06633,-0.99289,27.35128,1.73399,1.73399,1.73399,0.03502,1.73399,1788.78027,0.01997,0.01204,1.0,0.12183,4.375,0.08704,0.03452,0,0.776,448.1,0.00173,0.19829,1053910016,808950016,0.76757,4685,141811626907,141811626907,172668.09306,0.29298,-0.03064,0.29298,-0.03064,0.29298,-0.03064,0.29298,2.51488,-0.03064,1.01936,1,1,-366358550.51333,161539789.50267,58043429874.56924,877.87428,29021715376.22176,25.44395,25.498,25.47097,5.04688,ILS,ILS,0.30749,0.30749,33.2097,6.2624,10.4373,18.977,1.47432,170.1,495.9,396.75278,12.94187,163.43327,-9.63904,1.70657,24.70258,1.03936,1.03926,4.48947,2.53484,0.0615,0.05866,34.71097,62.74611,1.04931,3.52215,0.07008,48.73854,24.89392,53231744505.55933,56084703245.896,54658223875.72766,0.02145,None
TLV:MGIC,MAGIC SOFTWARE ENT,Technology,Israel,815303.20095,339930800.0,22517333.33333,103532066.66667,7086333.33333,14801833.33333,221731433.33333,339930800.0,22517333.33333,103532066.66667,7086333.33333,14801833.33333,221731433.33333,1.9461,1.9461,30.63665,24.13796,29.82431,1.9863,9.94144,12.84785,0.06834,1.02239,15.46875,0.42795,6.25,0.72626,0.23617,0.66,0.52,5114,0.0001,3.07253,49035100,25559000,0.52124,3039,765361639,78118099266,8410.33235,0.289,0.0636,0.08254,0.0636,0.08254,0.0636,0.23739,2.23693,0.0636,1.36798,1.46,1.46,45051200.0,14149333.33333,16.98871,54.09171,35.54021,0.52118,0.62164,0.57141,0.75592,USD,ILS,1.0,0.30749,21.0,17.5,8.0,15.6,0.30927,3700,5886,5266.5415,-2.89643,38.21622,-13.11587,1.29369,4.68787,3.24854,2.82185,0.0,0.0,0.53179,0.47077,2.88214,2.34673,3.04519,0.01,0.51128,2.62444,2.83482,417641400.0,445304866.66667,431473133.33333,0.05431,None
TLV:MGOR,MEGA OR HOLDINGS L,Real Estate,Israel,3194.26716,212456133.33333,298599000.0,59315333.33333,112290266.66667,205444633.33333,135885733.33333,212456133.33333,298599000.0,59315333.33333,112290266.66667,205444633.33333,135885733.33333,7.7263,7.7263,2.56326,2.56326,2.56326,4.20211,2.56326,8.67583,1.70096,0.0,0.0,0.0,0.0,0.98198,0.36975,0,12.188,10300,0.00118,0.55694,36361600,459827008,12.64595,10000000,2088697841,113597220789,45.9827,212.742,0.05779,0.10152,0.05779,0.10152,0.05779,159.58188,798.95939,0.05779,1.33897,1,1,27507533.33333,14243800.0,75.93185,146.63909,111.28547,1.77015,1.6898,1.72997,1.31528,USD,ILS,1.0,0.30749,137.55,68.8272,82.593,74.013,0.37077,6834,12020,10024.111,2.75225,50.717,-14.30948,1.33668,5.70369,1.58248,1.60543,39.34675,18.62692,1.57968,1.4158,1.90217,1.31948,1.60396,28.99684,1.50774,1.62082,1.61239,4397197266.66667,5374800333.33333,4885998800.0,0.06205,None
