Symbol,Name,Sector,Country,sss_value,sss_value_normalized,annualized_revenue,annualized_revenue_bonus,annualized_earnings,annualized_retained_earnings,annualized_retained_earnings_bonus,quarterized_revenue,quarterized_revenue_bonus,quarterized_earnings,quarterized_earnings_bonus,quarterized_retained_earnings,quarterized_retained_earnings_bonus,effective_earnings,effective_retained_earnings,effective_revenue,annualized_total_revenue,annualized_total_revenue_bonus,annualized_net_income,quarterized_total_revenue,quarterized_total_revenue_bonus,quarterized_net_income,quarterized_net_income_bonus,effective_net_income,effective_total_revenue,enterprise_value_to_revenue,evr_effective,evr_effective_normalized,trailing_price_to_earnings,forward_price_to_earnings,effective_price_to_earnings,trailing_12months_price_to_sales,trailing_12months_price_to_sales_normalized,pe_effective,pe_effective_normalized,enterprise_value_to_ebitda,effective_ev_to_ebitda,ebitda,quarterized_ebitd,annualized_ebitd,ebitd,profit_margin,annualized_profit_margin,annualized_profit_margin_boost,quarterized_profit_margin,quarterized_profit_margin_boost,effective_profit_margin,effective_profit_margin_normalized,held_percent_institutions,held_percent_insiders,forward_eps,trailing_eps,previous_close,trailing_eps_percentage,price_to_book,shares_outstanding,net_income_to_common_shareholders,nitcsh_to_shares_outstanding,employees,enterprise_value,market_cap,nitcsh_to_num_employees,eqg,rqg,eqg_yoy,rqg_yoy,niqg_yoy,trqg_yoy,eqg_effective,eqg_factor_effective,rqg_effective,rqg_factor_effective,price_to_earnings_to_growth_ratio,effective_peg_ratio,annualized_cash_flow_from_operating_activities,annualized_cash_flow_from_operating_activities_bonus,quarterized_cash_flow_from_operating_activities,quarterized_cash_flow_from_operating_activities_bonus,annualized_ev_to_cfo_ratio,quarterized_ev_to_cfo_ratio,ev_to_cfo_ratio_effective,annualized_debt_to_equity,annualized_debt_to_equity_bonus,quarterized_debt_to_equity,quarterized_debt_to_equity_bonus,debt_to_equity_effective,debt_to_equity_effective_used,financial_currency,summary_currency,financial_currency_conversion_rate_mult_to_usd,summary_currency_conversion_rate_mult_to_usd,last_dividend_0,last_dividend_1,last_dividend_2,last_dividend_3,fifty_two_week_change,fifty_two_week_low,fifty_two_week_high,two_hundred_day_average,previous_close_percentage_from_200d_ma,previous_close_percentage_from_52w_low,previous_close_percentage_from_52w_high,dist_from_low_factor,eff_dist_from_low_factor,annualized_total_ratio,annualized_total_ratio_bonus,quarterized_total_ratio,quarterized_total_ratio_bonus,annualized_other_current_ratio,annualized_other_current_ratio_bonus,quarterized_other_current_ratio,quarterized_other_current_ratio_bonus,annualized_other_ratio,annualized_other_ratio_bonus,quarterized_other_ratio,quarterized_other_ratio_bonus,annualized_total_current_ratio,annualized_total_current_ratio_bonus,quarterized_total_current_ratio,quarterized_total_current_ratio_bonus,total_ratio_effective,other_current_ratio_effective,other_ratio_effective,total_current_ratio_effective,effective_current_ratio,annualized_total_assets,annualized_total_assets_bonus,quarterized_total_assets,quarterized_total_assets_bonus,effective_total_assets,annualized_total_stockholder_equity,annualized_total_stockholder_equity_bonus,quarterized_total_stockholder_equity,quarterized_total_stockholder_equity_bonus,effective_total_stockholder_equity,calculated_roa,calculated_roe,annualized_working_capital,quarterized_working_capital,effective_working_capital,annualized_total_liabilities,annualized_total_liabilities_bonus,quarterized_total_liabilities,quarterized_total_liabilities_bonus,effective_total_liabilities,altman_z_score_factor,skip_reason
JBL,Jabil Inc.,Technology,United States,3.8992634,0.011428503538248128,110934244266.66669,4.0,429622000.0,4733622800.0,2.0,29284999000.0,1.0,696000000.0,1.0,14715096000.0,1.5,696000000.0,14715096000.0,29284999000.0,110934244266.66669,4.0,429622000.0,29284999000.0,1.0,696000000.0,1.0,696000000.0,29284999000.0,0.385,0.385,0.005935129802059568,26.504166,11.757856,24.6608773,0.3232044,0.005399436775577771,8.2202924,9.393944960024337e-05,5.725,5.7452507,1956037932.5764196,1942200000.0,1811958066.6666667,1942200000.0,0.02377,0.6956215,36.9075,0.064589,2.75,0.2623268,2.4889894543496307e-09,0.91079,0.06184,5.41,2.4,64.14,0.0374181,4.5477943,148798000,696000000,4.6774822,238000,11277539328,9465040896,2924.3697479,1.572,0.015,6.8937593,0.0853374,6.8937593,0.0853374,2.9024398,17.2865484,0.0325844,2.0551137,0.57,0.57,1184836800.0,1.0,1433000000.0,1.0,9.5182217,7.8698809,7.8698809,3.3012812,0.5,6.5592371,1.0,6.5592371,2.5621007,USD,USD,1.0,1.0,0,0,0,0,64.14,37.63,65.79,56.2117,14.1043591,70.4491098,-2.5079799,1.8828125,44.5494593,1.1530974,1.0,1.1530741,1.0,0.0344038,1.0,0.0235578,0.25,0.9905494,1.0,1.7483502,2.0,1.0119413,1.0,1.0266773,1.0,1.1630741,0.0335578,1.7583502,1.0366773,1.0998757,30507545466.666668,2.0,16030175733.333334,1.0,16030175733.333334,2003809533.3333333,1.0,2119849133.3333333,1.0,2119849133.3333333,0.1434181,0.4283253,120067333.3333333,265987466.6666667,265987466.6666667,26486092666.666668,2.0,13906864066.666666,1.0,13906864066.666666,1.9856889,None
CNC,Centene Corporation,Healthcare,United States,3.1702599,0.013364565267436795,340219200000.0,4.0,1491733333.3333333,11246133333.333334,2.0,342390000000.0,3.0,184000000.0,0.25,28779000000.0,1.0,184000000.0,28779000000.0,342390000000.0,340219200000.0,4.0,1491733333.3333333,342390000000.0,3.0,184000000.0,0.25,184000000.0,342390000000.0,0.437,0.437,0.006736757723376704,18.000957,13.19965,17.4007936,0.3848308,0.006428964376397765,17.4007936,0.0001988519256798502,10.716,11.1533626,4298911349.010825,3948000000.0,4194933333.3333335,3948000000.0,0.00645,2.7511172,156.856875,0.008584,0.999,0.9230504,8.758017524070008e-09,0.95165,0.01189,5.71,4.187,76.18,0.0549619,1.6671828,582734976,736000000,1.2630098,71300,49827500032,43920736256,10322.5806452,0.028,0.103,0.3567361,0.3743796,0.3567361,0.3743796,0.110184,3.5693978,0.1708449,4.3833388,1.13,1.13,3594200000.0,1.0,6511000000.0,1.0,13.8633076,7.6528183,7.6528183,1.8746725,1.0,1.8285178,1.0,1.8285178,1.353227,USD,USD,1.0,1.0,0,0,0,0,76.18,57.16,77.65,66.77875,14.078206,33.2750175,-1.8931101,1.8565154,40.9440972,1.5479663,1.0,0.7766758,0.5,5.1269598,2.0,7.7737142,2.0,1.3923876,2.0,0.1888445,0.5,1.1928877,1.0,1.1032589,1.0,0.7866758,7.7837142,0.1988445,1.1132589,0.9499673,106318000000.0,2.0,111738900000.0,1.5,111738900000.0,38009600000.0,2.0,26255266666.666668,1.0,26255266666.666668,0.1016467,0.1070081,2896866666.6666665,2502000000.0,2502000000.0,67999866666.66666,2.0,72045100000.0,1.5,72045100000.0,1.9860469,None
PAG,"Penske Automotive Group, Inc.",Consumer Cyclical,United States,23.4338628,0.014179838904901917,21548393333.33333,1.0,509820000.0,5687280000.0,2.0,24545000000.0,1.0,968200000.0,1.0,19557000000.0,1.5,968200000.0,19557000000.0,24545000000.0,21548393333.33333,1.0,509820000.0,24545000000.0,1.0,968200000.0,1.0,968200000.0,24545000000.0,0.556,0.556,0.008571252389467843,11.883434,11.179776,11.7954768,0.3276552,0.0054737916209967735,11.7954768,0.00013479576448697129,11.349,12.4048532,1013109014.3624988,824600000.0,754993333.3333334,824600000.0,0.03945,0.1181314,4.75,0.1145149,2.75,0.0916988,8.700496715414358e-10,0.78999,0.18473,8.9,8.373,98.43,0.0850655,2.322921,80827104,967900032,11.9749439,23000,13637163008,8042296832,42082.610087,6.514,0.914,0.0868503,-0.0531529,0.0868503,-0.0531529,4.9072126,22.4022292,0.6722118,8.4488522,0.73,0.73,902780000.0,1.0,656600000.0,1.0,15.1057434,20.7693619,20.7693619,6.6264411,2.0,5.4559557,2.0,5.4559557,2.3367987,USD,USD,1.0,1.0,0,0,0,0,98.43,55.03,114.34,87.3169,12.7273185,78.8660731,-13.9146405,1.4634969,9.8254128,1.3085915,1.0,5.4844231,4.0,1.210397,3.0,0.2411594,0.5,0.0539336,3.0,0.0418557,2.0,0.96551,1.0,0.9514435,1.0,5.4944231,0.2511594,0.0518557,0.9614435,3.2279333,12939866666.666666,1.0,13256433333.333334,1.0,13256433333.333334,6027600000.0,2.0,5342770000.0,1.5,5342770000.0,0.1730362,0.2812169,-165100000.0,-219473333.3333333,-219473333.3333333,9903026666.666666,1.0,6447573333.333333,0.6666667,6447573333.333333,2.2130714,None
AN,"AutoNation, Inc.",Consumer Cyclical,United States,18.8072006,0.014445065678544264,5213716666.666667,0.25,405293333.3333333,7548960000.0,2.0,25046800000.0,1.0,1137400000.0,1.0,16532700000.0,1.0,1137400000.0,16532700000.0,25046800000.0,5213716666.666667,0.25,405293333.3333333,25046800000.0,1.0,1137400000.0,1.0,1137400000.0,25046800000.0,0.507,0.507,0.00781587223284208,12.359137,12.56341,12.3846711,0.3883446,0.006487665746001722,12.3846711,0.00014152892987286445,6.829,6.828908,1860749884.316884,1860800000.0,1061026666.6666666,1860800000.0,0.04541,0.0182107,0.95,0.3223409,6.1875,0.1296539,1.230172402573056e-09,0.86823,0.25314,9.62,9.779,117.75,0.0830488,3.0451763,80479800,1137600000,14.135224,21600,12706718720,9726788608,52666.6666667,0.981,0.18,-0.0605843,-0.0271652,-0.0605843,-0.0271652,0.7206039,8.7388393,0.1282087,3.8306242,0.35,0.35,953313333.3333334,1.0,1602500000.0,1.0,13.3290056,7.9293097,7.9293097,2.33141,1.0,1.1076766,0.5,1.1076766,1.0534622,USD,USD,1.0,1.0,0,0,0,0,117.75,60.45,133.48,104.3078,12.8870516,94.7890819,-11.784537,1.5692181,14.9313784,4.3176932,3.0,0.7288663,0.5,0.0434665,0.1666667,0.2721198,1.0,0.6343033,0.5,1.0636628,1.0,2.8023692,3.0,0.9693723,1.0,0.7388663,0.2821198,1.0736628,0.9793723,0.8591193,10191500000.0,1.0,5647635555.555555,0.6666667,5647635555.555555,6178040000.0,2.0,1773453333.3333333,0.6666667,1773453333.3333333,0.301394,0.7413476,-349893333.3333333,-85040000.0,-85040000.0,7102480000.0,1.0,5811273333.333333,1.0,5811273333.333333,3.256792,None
UNM,Unum Group,Financial Services,United States,2.0780744,0.014973185762250249,50073653333.333336,4.0,852413333.3333334,21645333333.33333,2.0,13334800000.0,1.0,702400000.0,1.0,67969050000.0,1.5,702400000.0,67969050000.0,13334800000.0,50073653333.333336,4.0,852413333.3333334,13334800000.0,1.0,702400000.0,1.0,702400000.0,13334800000.0,0.537,0.537,0.008278349879755812,6.697844,4.774074,6.4573727,0.3948565,0.006596453226428613,8.6098303,9.839099148510803e-05,5.708,5.6924012,1262101850.0350385,1269000000.0,1358286666.6666667,1269000000.0,0.05267,2.4279543,36.9075,0.1519079,2.75,0.8785107,8.335419285537398e-09,0.85918,0.0068,5.4,3.849,26.38,0.145906,0.4980103,204240992,702400000,3.4390746,10300,7164702720,5265332736,68194.1747573,-0.311,-0.009,0.0876766,0.0692041,0.0876766,0.0692041,-0.2113309,0.2288669,0.010551,1.2771817,1.32,1.32,1065566666.6666666,1.0,144650000.0,0.5,6.7238428,49.5313012,49.5313012,5.6608025,1.0,5.4891267,1.0,5.4891267,2.3438885,USD,USD,1.0,1.0,0,0,0,0,26.38,20.78,31.98,27.54905,-4.243522,26.9489894,-17.5109443,1.0,1.001,1.1769204,1.0,1.1821901,1.0,17.5827368,1.0,21.0162279,1.0,0.270301,2.0,0.1396213,1.0,21.3300213,1.0,53.2668777,2.0,1.1921901,21.0262279,0.1496213,53.2768777,27.2345339,68054953333.333336,1.0,70290480000.0,1.0,70290480000.0,10243100000.0,1.0,10832973333.333334,1.0,10832973333.333334,0.1099928,0.1648391,10972220000.0,14248646666.666666,14248646666.666666,57811853333.333336,1.0,59457506666.66666,1.0,59457506666.66666,0.9495566,None
RGA,"Reinsurance Group of America, I",Financial Services,United States,10.3277973,0.015389288586777591,56596266666.66666,4.0,670266666.6666666,15773102000.0,2.0,16442000000.0,1.0,148250000.0,0.25,33372000000.0,1.0,148250000.0,33372000000.0,16442000000.0,56596266666.66666,4.0,670266666.6666666,16442000000.0,1.0,148250000.0,0.25,148250000.0,16442000000.0,0.484,0.484,0.007461306036874885,17.614897,8.019481,16.41547,0.4595886,0.007677864498367912,21.8872933,0.00025012252433272256,6.333,6.5197245,1187526948.6815095,1117500000.0,1160806666.6666667,1117500000.0,0.03607,1.3725709,36.9075,0.0025895,0.1,0.4714101,4.472797928286034e-09,0.94152,0.00372,13.86,6.31,111.78,0.0564502,0.5262959,67985200,593000000,8.7224867,3600,7964088832,7556555264,164722.2222222,-0.324116,0.11,-0.324116,0.0475353,-0.324116,0.0475353,-0.324116,0.2175884,0.0943838,3.3221951,18.17,18.17,2729866666.6666665,1.0,2182000000.0,0.5,2.9173911,3.6499032,3.6499032,2.6747781,0.5,2.9390153,0.5,2.9390153,1.7153557,USD,USD,1.0,1.0,0,0,0,0,111.78,103.5,134.93,120.05785,-6.8948844,8.0,-17.1570444,0.5268851,0.5278851,1.1889858,1.0,1.1707311,1.0,9.6059179,6.0,5.3111941,2.0,0.0870525,0.3333333,0.2603532,1.0,0.4679133,0.5,0.9590102,1.0,1.1807311,5.3211941,0.2703532,0.9690102,1.0748706,156500909066.66666,2.0,134164400000.0,1.5,134164400000.0,12512635666.666666,1.0,13025866666.666666,1.0,13025866666.666666,0.101105,0.1113812,-445930200.0,-399600000.0,-399600000.0,131475637733.33331,2.0,114625600000.0,1.5,114625600000.0,0.133994,None
QRTEA,Liberty Interactive Corporation,Consumer Cyclical,United States,4.8911431,0.01651006181035598,13719466666.666666,1.0,805400000.0,2271933333.333333,0.5,14676000000.0,1.0,1432000000.0,1.0,14520000000.0,1.0,1432000000.0,14520000000.0,14676000000.0,13719466666.666666,1.0,805400000.0,14676000000.0,1.0,1432000000.0,1.0,1432000000.0,14676000000.0,0.808,0.808,0.012456064623543197,2.530227,3.6202533,2.6664803,0.2408439,0.004023526322146528,2.6664803,3.0471871262376485e-05,5.214,5.223247,2267041155.350978,2259000000.0,2051333333.3333333,2259000000.0,0.09757,0.006339,0.1,0.2113614,2.75,0.1060901,1.0065961240364986e-09,0.89553,0.0842,2.37,3.391,8.73,0.3884307,0.9712475,404607008,1432000000,3.5392368,26508,11862279168,3534625280,54021.4274936,0.009,0.024,0.1964651,0.068439,0.1964651,0.068439,0.0558663,2.613605,0.0351097,2.1237594,-0.6,166666.6666667,1920800000.0,1.0,1959000000.0,1.0,6.1756972,6.0552727,6.0552727,3.0264679,1.0,7.0248586,2.0,7.0248586,2.651445,USD,USD,1.0,1.0,0,0,0,0,8.73,7.9,14.62,11.75375,-25.7258322,10.5063291,-40.2872777,0.2470238,0.2480238,0.2281291,0.1666667,1.2953465,1.0,6.209456,2.0,2.4082476,1.0,0.3986275,2.0,0.2769654,1.0,0.5222608,0.5,0.9971345,1.0,1.3053465,2.4182476,0.2869654,1.0071345,1.1562405,8833866666.666666,0.5,16821466666.666666,1.0,16821466666.666666,2312533333.333333,0.5,5548600000.0,1.5,5548600000.0,0.1851293,0.3580831,158800000.0,-13666666.6666667,-13666666.6666667,12912866666.666666,1.0,12986466666.666666,1.0,12986466666.666666,1.3439937,None
CI,Cigna Corporation,Healthcare,United States,0.9492602,0.016720056172407474,543614133333.3333,4.0,6372733333.333333,23681600000.0,1.0,170397000000.0,1.0,8384000000.0,1.0,180420000000.0,1.5,8384000000.0,180420000000.0,170397000000.0,543614133333.3333,4.0,6372733333.333333,170397000000.0,1.0,8384000000.0,1.0,8384000000.0,170397000000.0,0.601,0.601,0.009264968859838442,9.401728,9.461505,9.4092001,0.4398185,0.007347586182240872,9.4092001,0.00010752599002105507,10.091,10.0909552,10154909880.487564,10155000000.0,9863533333.333334,10155000000.0,0.0492,7.7010548,156.856875,0.107,2.75,2.6200849,2.485969289298961e-08,0.93666,0.01506,23.12,23.267,216.98,0.1072311,1.5642207,342600000,8384000000,24.4716871,72226,102472286208,74943750144,116080.0819649,0.168,0.082,0.6683433,0.6661762,0.6683433,0.6661762,0.2930858,5.6637402,0.2280441,5.0253958,0.78,0.78,8824400000.0,1.0,3605000000.0,0.5,11.61238,28.4250447,28.4250447,2.3607238,1.0,4.4100372,2.0,4.4100372,2.1010089,USD,USD,1.0,1.0,0,0,0,0,216.98,190.88,272.81,228.20605,-4.9192605,13.6735122,-20.4647923,0.6371293,0.6381293,4.2999787,3.0,0.7271944,0.5,0.8593054,1.0,0.8411976,1.0,0.4728431,1.0,0.9987291,2.0,0.7512404,1.0,0.3590981,0.5,0.7371944,0.8511976,1.0087291,0.3690981,0.5531463,148994333333.33334,1.0,154029933333.33334,1.0,154029933333.33334,90624933333.33331,2.0,48051666666.66666,1.0,48051666666.66666,0.154431,0.2744789,-8784466666.666666,-10022666666.666666,-10022666666.666666,103627133333.33331,1.0,105913533333.33331,1.0,105913533333.33331,1.8193839,None
SEB,Seaboard Corporation,Industrials,United States,3.5660173,0.017026031878171553,27558133333.33333,4.0,244333333.3333333,4108000000.0,1.0,8755000000.0,1.0,357000000.0,0.5,27174000000.0,1.5,357000000.0,27174000000.0,8755000000.0,27558133333.33333,4.0,244333333.3333333,8755000000.0,1.0,357000000.0,0.5,357000000.0,8755000000.0,0.533,0.533,0.008216686193500649,6.4350543,6.4350543,6.4350543,0.5229162,0.008735812262535352,6.4350543,7.353819422404967e-05,6.81,6.7903122,689016083.4067547,693000000.0,354266666.6666667,693000000.0,0.08087,1.4143677,36.9075,0.0106236,0.171875,0.5029538,4.772088495056827e-09,0.1825,0.78732,0.0,609.942,3944.01,0.1546502,1.0662459,1160780,708000000,609.9346991,13100,4665069056,4578131456,54045.8015267,-0.39,0.384,26.8985329,0.0540818,26.8985329,0.0540818,6.4321332,25.6116506,0.3015205,5.7410879,1.0004541,1.0004541,248866666.6666667,1.0,176500000.0,0.5,18.7452547,26.4309862,26.4309862,0.6771893,1.0,0.6886614,1.0,0.6886614,0.8308563,USD,USD,1.0,1.0,0,0,0,0,0.2114228,2870.02,4400.0,3841.222,2.6759193,37.4209936,-10.3634091,1.4039268,7.6571451,4.9950761,2.0,2.4573098,1.0,0.0255178,0.0833333,0.1704516,0.5,0.3105786,1.0,0.2458442,1.0,3.1978656,1.0,1.3991556,0.5,2.4673098,0.1804516,0.2558442,1.4091556,1.9382327,12315066666.666666,2.0,10612100000.0,1.5,10612100000.0,3662200000.0,1.0,6270700000.0,1.5,6270700000.0,0.1336408,0.1569314,2261333333.333333,2453466666.6666665,2453466666.6666665,2484600000.0,1.0,4320100000.0,1.5,4320100000.0,2.3531808,None
ADM,Archer-Daniels-Midland Company,Consumer Defensive,United States,5.178558,0.017731943966625887,64198266666.66666,1.0,1660466666.6666667,38490400000.0,2.0,224769000000.0,3.0,4626000000.0,2.0,120171000000.0,1.5,4626000000.0,120171000000.0,224769000000.0,64198266666.66666,1.0,1660466666.6666667,224769000000.0,3.0,4626000000.0,2.0,4626000000.0,224769000000.0,0.599,0.599,0.00923413701671086,18.090193,14.964045,17.6994245,0.4965627,0.008295551990505674,17.6994245,0.00020226460506089327,12.358,12.3384322,3644458668.392944,3656000000.0,2716933333.333333,3656000000.0,0.03087,0.1253008,4.75,2.8906368,89.285625,1.0166025,9.645651537568676e-09,0.81336,0.00498,4.45,3.681,65.66,0.0560615,1.7860686,558702016,2312999936,4.1399527,37575,44895592448,37203963904,61556.8845243,0.518,0.408,0.1140728,0.006989,0.1140728,0.006989,0.4170182,6.7076946,0.3077472,5.7974972,1.32,1.32,-7524000000.0,0.5,792750000.0,0.75,16758.8834221,56.6327246,56.6327246,1.364694,1.0,2.7987726,2.0,2.7987726,1.6739533,USD,USD,1.0,1.0,0,0,0,0,65.66,48.28,69.3,61.2838,7.1408757,35.998343,-5.2525253,1.6536632,20.4494832,1.7431664,1.0,1.7191363,1.0,0.932268,1.0,0.96459,1.0,0.7734277,2.0,0.4072422,1.0,3.1072957,2.0,1.6100072,1.0,1.7291363,0.97459,0.4172422,1.6200072,1.6745717,92715866666.66669,2.0,50520600000.0,1.0,50520600000.0,39080933333.333336,2.0,31534200000.0,1.5,31534200000.0,0.1915666,0.2466979,8550866666.666667,10654600000.0,10654600000.0,53467200000.0,2.0,29401800000.0,1.0,29401800000.0,3.004916,None
CVS,CVS Health Corporation,Healthcare,United States,104.4394077,0.017738201138882023,997047200000.0,4.0,5960133333.333333,46862000000.0,1.0,277285000000.0,1.0,7203000000.0,1.0,305253000000.0,1.5,7203000000.0,305253000000.0,277285000000.0,997047200000.0,4.0,5960133333.333333,277285000000.0,1.0,7203000000.0,1.0,7203000000.0,277285000000.0,0.648,0.648,0.009989517173336623,16.979519,11.500603,16.2946545,0.4526814,0.007562473155625454,16.2946545,0.00018621124415916504,10.18,10.2105887,17534374150.098232,17429000000.0,16491666666.666666,17429000000.0,0.02598,0.0196862,0.777,0.0886336,2.75,0.0457666,4.3423921902542095e-10,0.7886,0.00165,8.29,5.615,92.73,0.0605521,1.7668643,1316569984,7212000256,5.4778708,213000,179572637696,125521780736,33859.1561315,-0.065,0.11,0.1898015,0.1253295,0.1898015,0.1253295,-0.0012996,0.24987,0.1138324,3.6239055,1.76,1.76,27206533333.33333,2.0,14180000000.0,1.0,6.6003498,12.6637967,12.6637967,2.3158831,1.0,4.4240097,2.0,4.4240097,2.104333,USD,USD,1.0,1.0,0,0,0,0,92.73,66.4,96.57,81.9853,13.1056421,39.6536145,-3.9763902,1.7454425,28.2769958,1.4393384,1.0,5.8182994,4.0,0.2459166,1.0,0.1185648,0.5,2.5660781,6.0,1.861623,4.0,0.9414173,1.0,1.8812229,2.0,5.8282994,0.1285648,1.871623,1.8912229,3.8597612,429807866666.6667,2.0,230804266666.66663,1.0,230804266666.66663,128627866666.66669,2.0,107693700000.0,1.5,107693700000.0,0.1312083,0.1668841,-3609266666.6666665,-3579000000.0,-3579000000.0,300598666666.6667,2.0,105794400000.0,0.6666667,105794400000.0,1.9992373,None
THO,"Thor Industries, Inc.",Consumer Cyclical,United States,0.8692723,0.017994276953673057,10351279800.0,1.0,457838200.0,4949981866.666667,2.0,36952140000.0,3.0,1319744000.0,2.0,15041731500.0,1.5,1319744000.0,15041731500.0,36952140000.0,10351279800.0,1.0,457838200.0,36952140000.0,3.0,1319744000.0,2.0,1319744000.0,36952140000.0,0.616,0.616,0.009496207683295309,11.31101,10.09692,11.1592487,0.5010539,0.008370581756333352,11.1592487,0.00012752510857524135,6.667,6.6670078,1138457649.6925154,1138455000.0,887217666.6666666,1138455000.0,0.05357,0.2226825,4.75,11.6075632,200.8926563,3.9622719,3.759453084612733e-08,0.92436,0.0435,11.04,9.855,111.56,0.0883381,2.2584436,55366200,659872000,11.9183184,31000,7590114816,6171670528,21286.1935484,0.932,0.546,1.2133652,0.2933481,1.2133652,0.2933481,1.0023413,10.2616996,0.482837,7.1986475,0.46,0.46,523877733.3333333,1.0,394861500.0,0.75,14.4883325,19.2222205,19.2222205,2.6545364,2.0,2.7081718,2.0,2.7081718,1.6466524,USD,USD,1.0,1.0,0,0,0,0,111.56,91.58,152.2,120.62015,-7.5113072,21.8169906,-26.7017083,0.6591884,0.6601884,3.6776405,2.0,1.7488431,1.0,0.084604,1.0,0.2100208,2.0,0.7321068,1.0,0.3066119,0.5,1.5042798,1.0,1.5143704,1.0,1.7588431,0.2200208,0.3166119,1.5243704,1.6416068,12055746800.0,2.0,6579239066.666667,1.0,6579239066.666667,5168061733.333333,2.0,4183875100.0,1.5,4183875100.0,0.3005922,0.4154358,809219733.3333334,929018800.0,929018800.0,3421518666.6666665,1.0,3763873800.0,1.0,3763873800.0,3.2467696,None
ATH,Athene Holding Ltd.,Financial Services,Bermuda,5.5759034,0.018725551066356115,13680400000.0,1.0,1632000000.0,14288933333.333334,2.0,22729000000.0,1.0,3776000000.0,1.0,50638500000.0,1.5,3776000000.0,50638500000.0,22729000000.0,13680400000.0,1.0,1632000000.0,22729000000.0,1.0,3776000000.0,1.0,3776000000.0,22729000000.0,0.421,0.421,0.0064901029783560465,4.937013,9.687641,5.5308415,0.7273563,0.012151178496233893,7.3744553,8.427343435905e-05,0.0,100000.0,0.0,0.0,0.0,0.0,0.16613,0.536846,4.75,0.5089932,2.75,0.4049897,3.8425928743087654e-09,0.88321,0.03217,8.9,17.464,85.87,0.2033772,0.955897,191743008,3774000128,19.6825958,1350,9565416448,16532082688,2795555.6503704,0.681,0.46,0.1055284,0.3266947,0.1055284,0.3266947,0.5371321,7.5789296,0.4266737,6.7820263,0.57,0.57,3518266666.6666665,1.0,2625000000.0,0.5,2.7187867,3.6439682,3.6439682,5.2068371,0.5,5.0451505,0.5,5.0451505,2.2471412,USD,USD,1.0,1.0,0,0,0,0,85.87,40.21,91.26,63.90515,34.371017,113.5538423,-5.9062021,1.7888345,32.7658122,1.1033605,1.0,1.106978,1.0,6.9610352,2.0,1.9355317,0.5,0.1965776,1.0,0.1881018,1.0,7.7361262,2.0,4.3861211,1.0,1.116978,1.9455317,0.1981018,4.3961211,2.7565496,341445200000.0,2.0,314370200000.0,1.5,314370200000.0,15236533333.333334,1.0,18831266666.666668,1.0,18831266666.666668,0.1120113,0.3005176,47454800000.0,62112733333.333336,62112733333.333336,308990266666.6667,2.0,283959300000.0,1.5,283959300000.0,0.1424592,None
KSS,Kohl's Corporation,Consumer Cyclical,United States,495.4529435,0.019059476276789524,17871866666.666668,1.0,261400000.0,13500866666.666666,1.0,18454000000.0,1.0,181750000.0,0.25,53822000000.0,1.0,181750000.0,53822000000.0,18454000000.0,17871866666.666668,1.0,261400000.0,18454000000.0,1.0,181750000.0,0.25,181750000.0,18454000000.0,0.646,0.646,0.00995868533020904,24.569407,12.829569,23.1019272,0.5289605,0.008836788040410357,23.1019272,0.00026400305734536783,5.034,5.1700012,2248492978.9431863,2127000000.0,1526200000.0,2127000000.0,0.03939,7.4e-06,0.00625,0.005402,0.1,0.0159331,1.5117524353248732e-10,0.9726,0.01069,4.87,2.543,56.48,0.0450248,1.9170349,156232992,727000000,4.6533065,110000,11930509312,9761437696,6609.0909091,7.128,0.305,-0.620311,-0.1175483,-0.620311,-0.1175483,5.1909222,23.0335955,0.1993629,4.7150076,-1.58,63291.1392405,1549133333.3333333,1.0,2726000000.0,1.0,7.7014089,4.3765625,4.3765625,1.7519267,1.0,1.9564442,1.0,1.9564442,1.3997295,USD,USD,1.0,1.0,0,0,0,0,56.48,28.8,64.8,54.82865,3.0118378,96.1111111,-12.8395062,1.5377778,13.2239587,1.5843703,1.0,1.5118629,1.0,0.0270484,0.1666667,0.032419,1.0,0.476582,1.0,0.6729455,1.0,0.9230201,0.5,1.7477,1.0,1.5218629,0.042419,0.6829455,1.7577,1.6397814,14616200000.0,1.0,15261466666.666666,1.0,15261466666.666666,5322733333.333333,1.0,5163333333.333333,1.0,5163333333.333333,0.1119091,0.1352001,2460333333.333333,2379933333.333333,2379933333.333333,9293466666.666666,1.0,10098133333.333334,1.0,10098133333.333334,2.7202635,None
